Geneid	SRR10379721	SRR10379722	SRR10379723	SRR10379724	SRR10379725	SRR10379726
# Program:featureCounts v1.4.6-p3; Command:"featureCounts" "-T" "4" "-t" "gene" "-g" "locus_tag" "-s" "1" "-a" "data/genome/genome.gff" "-o" "data/counts/SRR10379721_counts.txt" "data/mapped/SRR10379721.bam" 	# Program:featureCounts v1.4.6-p3; Command:"featureCounts" "-T" "4" "-t" "gene" "-g" "locus_tag" "-s" "1" "-a" "data/genome/genome.gff" "-o" "data/counts/SRR10379721_counts.txt" "data/mapped/SRR10379721.bam" 	# Program:featureCounts v1.4.6-p3; Command:"featureCounts" "-T" "4" "-t" "gene" "-g" "locus_tag" "-s" "1" "-a" "data/genome/genome.gff" "-o" "data/counts/SRR10379722_counts.txt" "data/mapped/SRR10379722.bam" 	# Program:featureCounts v1.4.6-p3; Command:"featureCounts" "-T" "4" "-t" "gene" "-g" "locus_tag" "-s" "1" "-a" "data/genome/genome.gff" "-o" "data/counts/SRR10379723_counts.txt" "data/mapped/SRR10379723.bam" 	# Program:featureCounts v1.4.6-p3; Command:"featureCounts" "-T" "4" "-t" "gene" "-g" "locus_tag" "-s" "1" "-a" "data/genome/genome.gff" "-o" "data/counts/SRR10379724_counts.txt" "data/mapped/SRR10379724.bam" 	# Program:featureCounts v1.4.6-p3; Command:"featureCounts" "-T" "4" "-t" "gene" "-g" "locus_tag" "-s" "1" "-a" "data/genome/genome.gff" "-o" "data/counts/SRR10379725_counts.txt" "data/mapped/SRR10379725.bam" 	# Program:featureCounts v1.4.6-p3; Command:"featureCounts" "-T" "4" "-t" "gene" "-g" "locus_tag" "-s" "1" "-a" "data/genome/genome.gff" "-o" "data/counts/SRR10379726_counts.txt" "data/mapped/SRR10379726.bam" 
Geneid	data/mapped/SRR10379721.bam	data/mapped/SRR10379722.bam	data/mapped/SRR10379723.bam	data/mapped/SRR10379724.bam	data/mapped/SRR10379725.bam	data/mapped/SRR10379726.bam
SAOUHSC_00880	7802	6764	5228	9835	6258	1061
SAOUHSC_00881	4821	4074	3171	4564	4747	765
SAOUHSC_00882	8202	4266	3453	258	408	63
SAOUHSC_00883	2481	1624	1692	3706	4511	456
SAOUHSC_00884	807	680	523	1432	1437	742
SAOUHSC_00885	2958	2493	2372	5447	9268	807
SAOUHSC_00886	7305	6363	5073	13566	16119	2384
SAOUHSC_00887	1745	1526	1170	3425	5206	503
SAOUHSC_00888	1716	1423	1196	3747	4458	499
SAOUHSC_00889	8139	7238	5153	21527	28281	4061
SAOUHSC_00890	117	96	70	418	516	49
SAOUHSC_00891	4510	3277	2592	5074	5236	2586
SAOUHSC_00892	5835	5357	3658	6979	8766	2170
SAOUHSC_00893	1280	1056	595	3179	5501	1745
SAOUHSC_00894	5237	5724	2865	15186	19464	2737
SAOUHSC_00895	17259	17023	10726	24166	31436	7489
SAOUHSC_00896	1988	1786	1048	840	846	908
SAOUHSC_00897	974	723	901	630	939	105
SAOUHSC_00898	32930	29731	43587	1137	7383	569
SAOUHSC_00899	16616	14923	21639	940	7070	1307
SAOUHSC_00900	9457	6791	5227	21540	21533	3184
SAOUHSC_00901	1682	1307	1223	4024	7003	391
SAOUHSC_00902	2230	2024	1714	3707	5678	1123
SAOUHSC_00903	2698	2347	1676	2749	3564	268
SAOUHSC_00904	5409	4758	3928	5848	7291	877
SAOUHSC_00905	12557	10210	9408	10733	12812	2372
SAOUHSC_00906	9382	7571	5715	20044	25542	7518
SAOUHSC_00907	1429	959	928	1394	1498	488
SAOUHSC_00908	5995	5327	3346	11728	13178	4773
SAOUHSC_00909	2236	1939	1274	3671	3999	700
SAOUHSC_00910	2882	3081	1910	5815	7443	914
SAOUHSC_00911	2602	1503	1686	533	524	37
SAOUHSC_00912	370583	361268	242581	59105	18970	1753
SAOUHSC_00913	71	36	46	51	54	1
SAOUHSC_00914	601	876	591	48	35	3
SAOUHSC_00915	307	447	385	72	82	7
SAOUHSC_00916	200	205	191	93	73	10
SAOUHSC_00917	193	263	159	140	178	20
SAOUHSC_00919	1612	1275	984	3807	2753	122
SAOUHSC_00920	1937	1589	1526	4057	7644	3215
SAOUHSC_00921	8377	6759	5967	17764	27707	16662
SAOUHSC_00922	63	25	27	230	168	6
SAOUHSC_00923	482	392	360	5169	4802	463
SAOUHSC_00924	678	579	547	4829	5566	1098
SAOUHSC_00925	1410	1317	1342	7920	11618	3093
SAOUHSC_00926	1691	1269	1678	8287	12463	3037
SAOUHSC_00927	7137	4862	6327	22671	30735	6599
SAOUHSC_00928	492	261	272	448	712	108
SAOUHSC_00929	147	99	87	155	253	19
SAOUHSC_00930	175	102	90	135	239	53
SAOUHSC_00931	188	86	125	151	237	20
SAOUHSC_00932	582	333	367	359	490	125
SAOUHSC_00933	3921	2652	3210	5072	6377	533
SAOUHSC_00934	377053	306469	282991	203502	252730	36559
SAOUHSC_00935	34135	29778	19185	31494	39584	3337
SAOUHSC_00936	222	194	202	52	73	6
SAOUHSC_00937	1234	826	703	5900	8246	822
SAOUHSC_00938	3333	2488	2124	3529	4255	466
SAOUHSC_00939	1280	919	747	2160	2576	193
SAOUHSC_00940	461	335	226	1246	956	71
SAOUHSC_00941	1447	1187	976	2071	2984	121
SAOUHSC_00942	3877	3306	2515	4797	6804	964
SAOUHSC_00943	6744	5595	4375	7056	7921	1531
SAOUHSC_00944	2091	1612	1496	2320	3274	464
SAOUHSC_00945	3428	3074	2635	3860	6252	1147
SAOUHSC_00946	6004	4939	4622	7446	8783	1208
SAOUHSC_00947	11071	8647	7315	13874	13728	1611
SAOUHSC_00948	3866	3146	2839	12009	11991	665
SAOUHSC_00949	654	783	425	17230	19863	2313
SAOUHSC_00950	726	623	528	2318	2349	253
SAOUHSC_00951	9897	7018	6395	13970	15276	1082
SAOUHSC_00952	6615	4356	4447	3350	2927	253
SAOUHSC_00953	7184	5293	4810	5786	6702	606
SAOUHSC_00954	4702	3886	3755	4789	6173	1661
SAOUHSC_00955	893	623	917	749	1430	197
SAOUHSC_00956	10746	7887	9366	7628	9825	2195
SAOUHSC_00957	3647	3252	2326	8363	6949	4106
SAOUHSC_00958	2376	1746	1796	2120	2990	262
SAOUHSC_00959	7202	5291	5872	4573	5661	538
SAOUHSC_00960	2495	1580	1673	4285	4746	720
SAOUHSC_T00049	274	213	107	163	11	302
SAOUHSC_T0008	293	244	295	102	38	73
SAOUHSC_00961	15701	9743	17175	524	539	52
SAOUHSC_00962	2803	2979	1616	40328	64017	13464
SAOUHSC_00963	1381	1002	839	1870	3311	218
SAOUHSC_00964	1765	1566	1226	2131	2339	78
SAOUHSC_00965	6111	4391	5006	7747	6051	680
SAOUHSC_00966	2138	1746	988	1986	616	1522
SAOUHSC_00967	2	0	2	2	9	1
SAOUHSC_00968	290	193	234	882	917	119
SAOUHSC_00969	197	124	192	217	285	26
SAOUHSC_00970	532	342	380	379	295	49
SAOUHSC_00971	984	526	1001	1006	279	38
SAOUHSC_00972	114	76	83	399	402	24
SAOUHSC_00975	746	508	482	4081	3533	98
SAOUHSC_00976	888	664	694	287	269	57
SAOUHSC_00977	498	487	276	2328	2825	210
SAOUHSC_00978	71	59	63	154	115	8
SAOUHSC_00979	279	185	127	620	673	66
SAOUHSC_00980	8171	5085	6792	3962	4363	478
SAOUHSC_00981	289	209	156	148	108	20
SAOUHSC_00982	2545	1783	1561	1325	1413	121
SAOUHSC_00983	7229	5402	3991	6646	8494	2100
SAOUHSC_00984	4862	3263	3040	3667	4204	657
SAOUHSC_00985	11981	9419	6861	11619	11436	3668
SAOUHSC_00986	2072	1078	1794	314	429	50
SAOUHSC_00987	5672	3141	5300	942	1050	125
SAOUHSC_00988	3915	2093	3798	427	497	176
SAOUHSC_00989	2336	2175	1618	8507	13214	1411
SAOUHSC_00991	622	533	548	1328	1174	73
SAOUHSC_00992	1617	1049	1434	292	255	16
SAOUHSC_00993	339	221	293	63	40	2
SAOUHSC_00994	24661	23483	23448	61612	61983	18883
SAOUHSC_00995	361	303	268	628	798	184
SAOUHSC_00996	14119	8543	10014	7494	9153	573
SAOUHSC_00997	26089	17238	19566	16047	23620	3255
SAOUHSC_00998	12155	7908	11491	1944	1815	72
SAOUHSC_00999	12019	11135	7185	19355	14687	2399
SAOUHSC_01000	24763	23203	16671	39582	40118	10810
SAOUHSC_01001	72857	71852	53750	131381	148700	56456
SAOUHSC_01002	30338	31802	22912	71163	85386	18285
SAOUHSC_01003	56	15	53	28	37	3
SAOUHSC_01005	24241	20180	18071	9826	18062	759
SAOUHSC_01007	19716	14004	13806	11946	14941	1713
SAOUHSC_01008	1662	1872	1144	6977	7377	3186
SAOUHSC_01009	4790	5480	3664	14253	23846	3862
SAOUHSC_01010	1438	1558	1087	4036	7304	1797
SAOUHSC_01011	1199	1129	881	2912	3561	459
SAOUHSC_01012	3492	3488	2667	7472	13383	2254
SAOUHSC_01013	19702	17622	14656	41216	42478	14853
SAOUHSC_01014	21144	17335	16209	40572	44974	8934
SAOUHSC_01015	17736	15235	14622	32380	41186	12009
SAOUHSC_01016	11552	9608	9628	18912	29090	4546
SAOUHSC_01017	34131	28671	27911	51081	75095	15885
SAOUHSC_01018	50439	36777	40074	62557	70791	23298
SAOUHSC_01019	2467	1484	2324	955	1009	67
SAOUHSC_01021	5900	4869	5269	3886	4207	906
SAOUHSC_01022	1494	1203	1318	2260	2466	470
SAOUHSC_01023	96	59	71	27	31	9
SAOUHSC_01024	1460	1347	742	5100	5015	98
SAOUHSC_01025	16339	15317	13296	25781	31663	5294
SAOUHSC_01026	1140	1016	830	2503	3951	512
SAOUHSC_01027	7792	7250	5001	20014	14662	5883
SAOUHSC_01028	10824	10812	6842	24064	19774	7138
SAOUHSC_01029	83798	84256	54078	149178	131527	32746
SAOUHSC_01030	536	302	340	455	304	11
SAOUHSC_01031	10081	7460	6136	5191	5512	1085
SAOUHSC_01032	7991	5845	4808	4315	5054	294
SAOUHSC_01034	6586	5607	3979	6107	8700	2579
SAOUHSC_A00992	1399	1423	879	1173	1284	393
SAOUHSC_01035	24739	17652	13383	34004	30025	3136
SAOUHSC_01036	1809	1254	1175	2955	4470	260
SAOUHSC_01037	118	138	101	353	780	5
SAOUHSC_01038	2197	1409	1303	2075	2062	290
SAOUHSC_01039	3451	2158	2096	5620	6293	260
SAOUHSC_01040	36499	33823	25290	33033	21597	7496
SAOUHSC_01041	28659	24578	19249	26371	15055	12835
SAOUHSC_01042	58926	52990	39515	55737	34744	18771
SAOUHSC_01043	81577	65015	52206	80877	36959	13097
SAOUHSC_01044	772	623	516	1000	1302	238
SAOUHSC_01045	1280	1422	1246	1267	2165	87
SAOUHSC_01046	2384	2766	2319	1717	3023	129
SAOUHSC_01047	1107	1117	1128	617	1027	84
SAOUHSC_01048	2417	2360	2391	1246	1813	108
SAOUHSC_01049	6584	6173	5590	4954	5880	4232
SAOUHSC_01050	38236	28766	30230	32200	48008	6478
SAOUHSC_01051	1233	856	654	3629	5025	606
SAOUHSC_01053	1004	558	748	496	600	51
SAOUHSC_01054	1123	695	445	1742	2060	241
SAOUHSC_01055	19590	14844	12638	8914	9202	3410
SAOUHSC_01055a	2017	1599	1519	2701	3203	417
SAOUHSC_01058	20880	14680	17383	14279	11572	2387
SAOUHSC_01060	852	728	586	1085	1218	132
SAOUHSC_01061	1814	1267	1257	2457	2626	240
SAOUHSC_01062	2813	2278	1888	6671	4892	347
SAOUHSC_01063	4660	3374	3252	6183	7480	862
SAOUHSC_01064	18249	14449	11930	53745	51822	13017
SAOUHSC_01065	5346	4053	3618	7385	8293	1924
SAOUHSC_01066	3647	4384	2500	9633	10703	1815
SAOUHSC_01067	2877	2782	2067	6523	8445	434
SAOUHSC_01068	11	5	6	8	16	2
SAOUHSC_01069	3580	2925	2324	5301	6385	682
SAOUHSC_01070	1895	1499	1232	2319	2571	401
SAOUHSC_01071	1426	1061	794	2306	3796	668
SAOUHSC_01072	491	396	265	987	998	27
SAOUHSC_01073	199	150	114	399	329	29
SAOUHSC_01074	1229	769	952	1048	1642	369
SAOUHSC_01075	2602	1550	2007	1838	2266	345
SAOUHSC_01076	349	243	195	451	493	54
SAOUHSC_01077	48626	40226	44269	25224	24970	3104
SAOUHSC_01079	1101	725	744	355	405	72
SAOUHSC_01081	855	533	465	1560	2895	404
SAOUHSC_01082	194	165	119	323	381	35
SAOUHSC_01084	389	256	259	342	500	16
SAOUHSC_01085	303	217	176	152	207	17
SAOUHSC_01086	103	73	69	68	115	10
SAOUHSC_01087	50	43	35	32	34	6
SAOUHSC_01088	139	81	98	76	100	13
SAOUHSC_01089	100	53	71	43	87	3
SAOUHSC_01090	6	2	1	1	0	0
SAOUHSC_01091	2298	1764	1625	4521	4789	682
SAOUHSC_01092	878	820	589	1404	1591	420
SAOUHSC_01093	5050	3646	3393	7918	10019	1603
SAOUHSC_01095	677	496	389	963	1055	264
SAOUHSC_01096	1453	1184	1061	1645	2037	199
SAOUHSC_01097	2540	1875	1644	2129	2083	84
SAOUHSC_01098	5322	4234	2999	4235	3945	332
SAOUHSC_01099	10001	8261	6446	8953	8835	1510
SAOUHSC_01100	9452	7647	4144	16060	13649	1384
SAOUHSC_01101	26	8	17	12	6	0
SAOUHSC_01102	4891	4627	3190	6844	8580	1662
SAOUHSC_01103	8290	8490	5834	12760	12359	1376
SAOUHSC_01104	52090	52413	37311	49910	57037	20087
SAOUHSC_01105	38634	36062	27134	30232	27497	5641
SAOUHSC_01106	4042	3694	2352	6411	7930	1500
SAOUHSC_01107	3036	2589	1813	4317	4858	524
SAOUHSC_01108	3443	3178	1947	4645	5716	286
SAOUHSC_01109	0	0	2	4	2	0
SAOUHSC_01110	14981	9870	7894	21226	8985	247
SAOUHSC_01111	1	0	3	2	1	0
SAOUHSC_01112	791	472	459	586	440	14
SAOUHSC_01113	1119	694	1165	523	536	40
SAOUHSC_01114	7270	5147	4285	9158	4834	462
SAOUHSC_01115	4946	3190	3026	5891	3376	142
SAOUHSC_01118	344	223	199	119	108	45
SAOUHSC_01119	778	443	619	1074	853	57
SAOUHSC_A01081	44	34	99	285	375	65
SAOUHSC_01120	969	751	707	1808	1757	116
SAOUHSC_01121	582097	377571	420310	33085	30564	2871
SAOUHSC_01122	5	5	5	1	0	0
SAOUHSC_01123	2138	1479	1840	637	333	8
SAOUHSC_01124	761	467	673	237	325	29
SAOUHSC_01125	470	290	348	168	214	18
SAOUHSC_01127	475	354	370	246	333	27
SAOUHSC_01128	679	608	509	338	373	74
SAOUHSC_01129	1913	1400	1433	529	736	166
SAOUHSC_01130	3485	2924	2803	2553	3879	1398
SAOUHSC_01131	844	630	703	1327	1172	40
SAOUHSC_01133	316	203	302	456	665	107
SAOUHSC_01134	119	65	61	203	234	9
SAOUHSC_T0006	254	337	108	482	370	93
SAOUHSC_01135	34824	12986	28600	1286	1058	150
SAOUHSC_01136	56939	24863	44750	2273	869	717
SAOUHSC_01137	2608	1440	2342	999	1392	161
SAOUHSC_01138	4564	3420	3068	4235	5841	320
SAOUHSC_01139	3879	2618	3541	1593	1995	72
SAOUHSC_01141	23392	16583	21567	7049	6438	833
SAOUHSC_01142	10171	9053	5777	34325	24011	3578
SAOUHSC_01143	11497	10152	6688	41408	39330	13631
SAOUHSC_01144	4787	3265	2902	7427	9427	969
SAOUHSC_01145	15152	11898	9973	19301	15908	4245
SAOUHSC_01146	1469	1312	1030	2297	1506	450
SAOUHSC_01147	4026	3479	2653	5939	5523	937
SAOUHSC_01148	6801	6199	5127	10225	12916	1854
SAOUHSC_01149	23248	23082	16232	53156	68879	5731
SAOUHSC_01150	42907	38278	28527	89347	102738	44095
SAOUHSC_01152	2197	1968	1507	2885	4151	348
SAOUHSC_01153	16002	14463	12942	17775	20010	1383
SAOUHSC_01154	23193	21939	18079	21452	20778	5992
SAOUHSC_01155	7030	5128	6693	6457	4992	519
SAOUHSC_01156	7399	6414	6114	5509	7487	267
SAOUHSC_01158	28628	21678	23567	20507	26933	5286
SAOUHSC_01159	5048	3788	3014	7738	11323	3068
SAOUHSC_01160	1372	1090	803	1904	2417	176
SAOUHSC_01162	1389	1291	1471	1297	1866	166
SAOUHSC_01163	9082	7824	8147	6143	7433	1474
SAOUHSC_01164	2009	1203	1132	1701	1249	120
SAOUHSC_01165	1367	881	960	7206	2495	126
SAOUHSC_01166	1191	803	830	12077	5137	645
SAOUHSC_01168	2115	1608	1554	17805	7018	1202
SAOUHSC_01169	1900	1340	1310	13693	4284	315
SAOUHSC_01170	7192	4715	5804	35392	17100	4097
SAOUHSC_01171	1775	1247	1486	5120	3192	317
SAOUHSC_01172	1842	1121	1560	4141	2163	284
SAOUHSC_01173	2061	1363	1582	2522	3044	159
SAOUHSC_01174	3141	2418	2235	2670	2417	640
SAOUHSC_01175	9910	8600	6374	7070	5893	492
SAOUHSC_01176	6090	5470	4996	19181	24543	1939
SAOUHSC_01177	2475	2289	1987	5712	7061	747
SAOUHSC_01178	2918	2418	1912	2963	3408	527
SAOUHSC_01179	7193	5481	5182	6083	6715	1811
SAOUHSC_01180	971	732	762	450	453	22
SAOUHSC_01181	5900	6347	3332	13090	15607	2046
SAOUHSC_01182	2308	1916	1991	1697	2402	152
SAOUHSC_01183	6612	5687	5789	4303	6444	1203
SAOUHSC_01184	8588	6412	7145	5696	7874	1129
SAOUHSC_01185	8854	7182	7671	6644	9309	1629
SAOUHSC_01186	4605	3997	4334	3624	5781	1792
SAOUHSC_01187	29158	19607	26318	11478	14366	2640
SAOUHSC_01188	2730	2213	2073	3085	3481	374
SAOUHSC_01189	2666	2086	2055	2491	2264	221
SAOUHSC_01190	3663	2675	2938	2786	3089	499
SAOUHSC_01191	81647	77556	43636	132767	107305	33128
SAOUHSC_01192	5337	4556	3932	3272	3839	489
SAOUHSC_01193	21969	16336	15065	13807	12625	2297
SAOUHSC_01194	4701	4049	2534	7326	7038	808
SAOUHSC_01196	3027	2768	1880	10178	10277	1109
SAOUHSC_01197	5093	5433	3370	18963	19628	6626
SAOUHSC_01198	5516	5689	3705	20825	18828	3892
SAOUHSC_01199	5886	5919	3803	22206	21053	5660
SAOUHSC_01200	10	2	2	16	12	0
SAOUHSC_01201	6366	5139	3520	28977	20541	2420
SAOUHSC_01203	662	567	505	1355	1618	319
SAOUHSC_01204	4792	3947	3410	5568	6436	709
SAOUHSC_01205	2609	2132	2106	2656	3397	830
SAOUHSC_01206	830	624	762	937	1997	93
SAOUHSC_01207	11428	9309	8204	12048	14703	2223
SAOUHSC_01208	15090	9657	9234	4344	5026	1146
SAOUHSC_01209	2359	1684	1922	602	728	77
SAOUHSC_01210	5830	4345	4708	1289	1449	414
SAOUHSC_01211	119920	100137	88729	54049	17802	4317
SAOUHSC_01213	3194	2459	2311	3209	3970	315
SAOUHSC_01214	2032	1689	1439	2137	2973	393
SAOUHSC_01215	2966	2261	2380	2357	3388	909
SAOUHSC_01216	34809	37987	24926	29033	36367	20304
SAOUHSC_01218	44867	44573	31180	29118	32922	18007
SAOUHSC_01219	1447	1045	1165	342	288	34
SAOUHSC_01220	1342	824	1158	370	366	23
SAOUHSC_01221	142	101	132	121	137	19
SAOUHSC_01222	18634	17020	15869	21534	33637	9499
SAOUHSC_01223	19257	15591	16560	15311	25951	8927
SAOUHSC_01224	3459	3603	2117	6887	8786	1610
SAOUHSC_01225	3984	4473	2525	6505	8095	3271
SAOUHSC_01226	10876	11449	7151	18215	21995	4094
SAOUHSC_01228	6685	6109	4203	13372	16700	1962
SAOUHSC_01230	40	37	23	59	48	14
SAOUHSC_01233	17470	12159	16310	2723	2411	229
SAOUHSC_01234	144178	119097	115920	35085	28676	5796
SAOUHSC_01235	3571	2676	2382	2283	2315	726
SAOUHSC_01236	7251	5182	5345	4058	4022	706
SAOUHSC_01237	1686	1586	1422	2459	2942	250
SAOUHSC_01238	2181	1781	1697	2062	1914	362
SAOUHSC_01239	5780	4244	4052	6457	8335	1238
SAOUHSC_01240	14809	11209	10327	17581	19430	4380
SAOUHSC_01241	37393	26562	28338	18425	18206	4247
SAOUHSC_01242	6722	5611	5058	2649	2919	430
SAOUHSC_01243	16001	13570	11460	6831	4256	1351
SAOUHSC_01244	3318	2515	2678	1557	1439	362
SAOUHSC_01245	3719	3009	2907	1781	1855	380
SAOUHSC_01246	51329	40283	37185	29668	24918	5614
SAOUHSC_01247	8611	6939	6377	5187	6354	1321
SAOUHSC_01248	1682	1630	1201	2842	3640	982
SAOUHSC_01249	5194	4335	3114	6832	7014	914
SAOUHSC_01250	102796	66992	78281	38985	36881	3370
SAOUHSC_01251	33860	30482	26373	33381	37142	11199
SAOUHSC_01252	35626	25195	24471	26376	27618	6409
SAOUHSC_01253	11859	9366	7266	14955	14233	3736
SAOUHSC_01254	1653	1532	1043	2994	2601	927
SAOUHSC_01255	1143	826	852	615	629	63
SAOUHSC_01256	2407	1858	1761	1394	1704	341
SAOUHSC_01257	2047	1658	1420	1222	1232	599
SAOUHSC_01258	5476	4274	4300	5310	7611	1315
SAOUHSC_01259	3465	2502	2551	3099	3625	1827
SAOUHSC_01260	4841	3230	3597	3921	5343	472
SAOUHSC_01261	2443	1921	1747	3367	3526	330
SAOUHSC_01262	71264	52247	53493	47054	38099	10921
SAOUHSC_01263	121362	113817	105464	68260	67238	12530
SAOUHSC_01264	1520	1243	561	1406	972	32
SAOUHSC_01265	2229	2053	1522	5530	6070	1234
SAOUHSC_01266	8108	7594	6066	8913	12668	2450
SAOUHSC_01267	5509	4658	4223	5909	8008	2161
SAOUHSC_01268	202	185	130	580	780	46
SAOUHSC_01269	9249	6651	8187	10062	11553	1198
SAOUHSC_01270	4250	3180	3973	3386	5786	602
SAOUHSC_01271	4991	3538	4187	3566	3381	758
SAOUHSC_01272	4182	3040	2871	5007	6458	927
SAOUHSC_01273	4384	2885	3207	4569	6027	960
SAOUHSC_01274	1487	965	1336	1343	2155	222
SAOUHSC_01275	4523	3847	2549	28308	19796	11289
SAOUHSC_01276	4114	4398	2829	12895	12207	3650
SAOUHSC_01278	2326	2523	1933	63056	12955	7754
SAOUHSC_01279	405	323	235	1668	1965	217
SAOUHSC_01280	1902	1673	1309	2522	2196	277
SAOUHSC_01281	1266	1099	777	1330	657	108
SAOUHSC_01282	1821	1587	885	3285	3972	965
SAOUHSC_01283	2335	2094	1898	1866	2077	371
SAOUHSC_01284	4341	3491	3252	2455	3038	351
SAOUHSC_01285	2640	2592	1764	9089	8036	669
SAOUHSC_01287	15861	13690	11261	48083	41437	6407
SAOUHSC_01288	79	72	58	112	66	16
SAOUHSC_01289	12	2	4	10	19	1
SAOUHSC_01290	59	36	60	107	101	4
SAOUHSC_01291	15	9	11	26	69	7
SAOUHSC_01292	80	66	64	55	80	2
SAOUHSC_01293	5	4	1	8	2	0
SAOUHSC_01294	14	4	12	9	10	1
SAOUHSC_01295	114	64	100	182	263	8
SAOUHSC_01296	23	31	28	80	83	21
SAOUHSC_01297	9	4	4	78	163	8
SAOUHSC_01298	2	1	2	0	1	0
SAOUHSC_01299	9	4	3	3	2	0
SAOUHSC_01300	19	5	14	17	11	0
SAOUHSC_01301	63	42	106	284	435	16
SAOUHSC_01304	384	205	234	701	353	27
SAOUHSC_01305	71	42	112	295	405	37
SAOUHSC_01306	6	7	11	68	82	10
SAOUHSC_01307	1506	1073	1070	947	862	243
SAOUHSC_1307a	47	32	45	235	451	47
SAOUHSC_01310	1643	1162	938	5030	6812	1104
SAOUHSC_01311	78	48	66	86	166	9
SAOUHSC_01312	86	40	98	88	232	3
SAOUHSC_01313	1026	639	990	704	1161	69
SAOUHSC_01314	1848	1106	1561	910	1357	71
SAOUHSC_01315	24	18	41	74	124	15
SAOUHSC_01316	878	569	699	441	594	78
SAOUHSC_01317	3841	2982	2368	5121	5968	315
SAOUHSC_01318	2268	1419	1356	2352	2546	125
SAOUHSC_01319	3433	2503	3185	13635	16319	1853
SAOUHSC_01320	14539	12562	13151	46029	86852	12660
SAOUHSC_01321	16898	12150	15066	41066	52656	6004
SAOUHSC_01322	11091	8626	8651	33271	43448	3173
SAOUHSC_01323	12233	8455	8821	29855	33109	3562
SAOUHSC_01324	1396	1260	989	2503	2452	158
SAOUHSC_01325	1	0	4	0	8	0
SAOUHSC_01326	6262	5272	4814	24228	33792	5353
SAOUHSC_01327	29279	25959	17127	75871	92774	23841
SAOUHSC_01328	25280	21362	15566	18777	30655	3407
SAOUHSC_01329	10108	5889	5847	891	1075	42
SAOUHSC_01330	2778	2479	2227	833	540	105
SAOUHSC_01331	8	4	3	7	11	2
SAOUHSC_01332	4009	3441	3302	2565	2935	252
SAOUHSC_01333	35370	27247	27832	29098	29996	4743
SAOUHSC_01334	19078	14108	14886	2063	2394	103
SAOUHSC_01336	4789	2943	4159	1601	2188	181
SAOUHSC_01337	94396	69501	69540	61974	66180	22949
SAOUHSC_01338	6255	5142	4923	4226	5811	306
SAOUHSC_01339	14	12	9	3	7	1
SAOUHSC_01340	2430	2008	1906	1850	1785	81
SAOUHSC_01341	2230	1501	1953	491	601	56
SAOUHSC_1342a	9514	5792	7773	15602	20548	871
SAOUHSC_01346	12641	10097	11880	8066	6672	1522
SAOUHSC_01347	13513	11844	8396	18475	21459	4397
SAOUHSC_01348	4540	3221	3859	2827	3095	227
SAOUHSC_01349	1117	864	745	2219	2413	580
SAOUHSC_01350	2931	2067	1970	8549	6720	1550
SAOUHSC_01351	13472	11390	11222	9675	11970	3587
SAOUHSC_01352	24505	18977	22000	15090	16866	2647
SAOUHSC_01353	19	13	14	7	2	0
SAOUHSC_01354	11984	10128	9775	14702	14167	6713
SAOUHSC_01356	1045	800	576	3749	4027	212
SAOUHSC_01357	138	84	94	564	785	13
SAOUHSC_01358	7391	5383	3975	14804	18933	892
SAOUHSC_01359	10079	8726	7398	30435	38551	1358
SAOUHSC_01360	4622	3404	3331	5668	8513	1045
SAOUHSC_01361	12312	9712	11791	5180	5197	1230
SAOUHSC_01362	1058	806	654	2815	3906	1108
SAOUHSC_01363	37583	26621	27669	2862	1690	157
SAOUHSC_01364	686	665	364	4450	5791	701
SAOUHSC_01365	73078	45312	60607	4866	4914	507
SAOUHSC_01366	378	332	165	362	613	67
SAOUHSC_01367	150	176	70	193	297	149
SAOUHSC_01368	230	270	142	458	700	166
SAOUHSC_01369	177	220	89	423	919	73
SAOUHSC_01370	127	149	76	321	746	105
SAOUHSC_01371	375	337	217	779	1514	491
SAOUHSC_01372	940	659	597	980	1797	497
SAOUHSC_01373	7162	5455	3657	13641	13861	1212
SAOUHSC_01374	11715	9001	6128	18511	19896	3007
SAOUHSC_01375	1173	850	842	1516	1984	179
SAOUHSC_01376	2371	1762	1573	1956	2806	379
SAOUHSC_01377	1982	1408	1501	1248	1299	131
SAOUHSC_01378	1143	789	914	602	858	124
SAOUHSC_01379	968	624	635	539	608	102
SAOUHSC_01380	938	722	668	770	936	52
SAOUHSC_01381	41	17	6	24	6	3
SAOUHSC_01382	36	10	26	52	84	11
SAOUHSC_01383	3988	2603	2013	2567	2830	471
SAOUHSC_01384	904	541	628	434	435	26
SAOUHSC_01385	473	337	309	248	305	41
SAOUHSC_01386	291	232	259	183	129	56
SAOUHSC_01387	152	112	136	60	66	14
SAOUHSC_01388	25	10	11	8	2	1
SAOUHSC_01389	194	111	158	53	51	18
SAOUHSC_01391	11289	8084	8793	6907	5972	1275
SAOUHSC_01392	11721	9035	11828	8607	10856	1242
SAOUHSC_01394	13028	9592	13049	112019	195350	30744
SAOUHSC_01395	12853	9119	13641	76735	175847	17963
SAOUHSC_01396	10692	7552	10788	48847	112766	10228
SAOUHSC_01397	10943	8059	11012	41000	88507	6516
SAOUHSC_01398	11435	7981	11198	37083	67267	16511
SAOUHSC_01399	2075	1510	1655	22875	38662	3855
SAOUHSC_01400	2862	1911	2344	20140	34102	2498
SAOUHSC_01401	7907	5262	6617	25104	45950	3800
