Geneid	SRR10379721	SRR10379722	SRR10379723	SRR10379724	SRR10379725	SRR10379726
# Program:featureCounts v1.4.6-p3; Command:"featureCounts" "-T" "4" "-t" "gene" "-g" "locus_tag" "-s" "1" "-a" "data/genome/genome.gff" "-o" "data/counts/SRR10379721_counts.txt" "data/mapped/SRR10379721.bam" 	# Program:featureCounts v1.4.6-p3; Command:"featureCounts" "-T" "4" "-t" "gene" "-g" "locus_tag" "-s" "1" "-a" "data/genome/genome.gff" "-o" "data/counts/SRR10379721_counts.txt" "data/mapped/SRR10379721.bam" 	# Program:featureCounts v1.4.6-p3; Command:"featureCounts" "-T" "4" "-t" "gene" "-g" "locus_tag" "-s" "1" "-a" "data/genome/genome.gff" "-o" "data/counts/SRR10379722_counts.txt" "data/mapped/SRR10379722.bam" 	# Program:featureCounts v1.4.6-p3; Command:"featureCounts" "-T" "4" "-t" "gene" "-g" "locus_tag" "-s" "1" "-a" "data/genome/genome.gff" "-o" "data/counts/SRR10379723_counts.txt" "data/mapped/SRR10379723.bam" 	# Program:featureCounts v1.4.6-p3; Command:"featureCounts" "-T" "4" "-t" "gene" "-g" "locus_tag" "-s" "1" "-a" "data/genome/genome.gff" "-o" "data/counts/SRR10379724_counts.txt" "data/mapped/SRR10379724.bam" 	# Program:featureCounts v1.4.6-p3; Command:"featureCounts" "-T" "4" "-t" "gene" "-g" "locus_tag" "-s" "1" "-a" "data/genome/genome.gff" "-o" "data/counts/SRR10379725_counts.txt" "data/mapped/SRR10379725.bam" 	# Program:featureCounts v1.4.6-p3; Command:"featureCounts" "-T" "4" "-t" "gene" "-g" "locus_tag" "-s" "1" "-a" "data/genome/genome.gff" "-o" "data/counts/SRR10379726_counts.txt" "data/mapped/SRR10379726.bam" 
Geneid	data/mapped/SRR10379721.bam	data/mapped/SRR10379722.bam	data/mapped/SRR10379723.bam	data/mapped/SRR10379724.bam	data/mapped/SRR10379725.bam	data/mapped/SRR10379726.bam
SAOUHSC_00358	27003	28584	14522	107760	124449	77147
SAOUHSC_A00354	45	28	43	10	10	1
SAOUHSC_00359	845	612	672	332	525	54
SAOUHSC_00360	485	431	357	939	1355	156
SAOUHSC_00362	2154	1385	1652	1865	2601	244
SAOUHSC_00363	149	105	96	433	455	10
SAOUHSC_00364	88616	77235	60471	32172	55476	10159
SAOUHSC_00365	32927	29385	23411	15608	29039	4195
SAOUHSC_00366	5781	5210	5222	4729	5085	1758
SAOUHSC_00367	16733	11307	14536	1534	1465	647
SAOUHSC_00368	84	57	51	39	46	6
SAOUHSC_00369	12303	8449	9533	9103	11174	3972
SAOUHSC_00370	4118	3987	2768	9053	14572	1332
SAOUHSC_00371	11127	10618	5994	22616	22015	2818
SAOUHSC_00372	1216	550	978	1593	2093	320
SAOUHSC_00373	4016	2384	3149	4251	5990	1459
SAOUHSC_00374	10650	7284	8698	15751	28176	8803
SAOUHSC_00375	16413	10584	12507	23264	34490	10865
SAOUHSC_00376	715	545	592	352	489	29
SAOUHSC_00377	171	127	153	118	127	7
SAOUHSC_00378	64	37	68	17	26	1
SAOUHSC_00381a	98	72	59	47	76	2
SAOUHSC_00381	387	277	257	256	355	27
SAOUHSC_00382	852	657	550	577	788	101
SAOUHSC_00383	1723	1457	1323	783	1153	109
SAOUHSC_00384	541	361	321	241	301	46
SAOUHSC_00386	578	377	492	176	235	45
SAOUHSC_00387	2	4	1	1	1	0
SAOUHSC_00389	187	124	120	122	145	24
SAOUHSC_00390	411	201	251	157	157	4
SAOUHSC_00391	382	232	235	152	210	39
SAOUHSC_00392	605	352	466	411	465	37
SAOUHSC_00393	358	174	206	162	171	14
SAOUHSC_00394	287	163	232	147	183	11
SAOUHSC_00395	707	397	575	334	492	14
SAOUHSC_00396	54	26	30	17	23	0
SAOUHSC_00397	643	437	399	1948	1975	659
SAOUHSC_00398	379	247	305	685	817	276
SAOUHSC_00399	160	148	105	175	215	9
SAOUHSC_00400	1197	903	727	882	1067	192
SAOUHSC_00401	6659	5053	3315	4406	3337	308
SAOUHSC_00402	163	105	148	213	305	24
SAOUHSC_00404	313	217	310	278	322	52
SAOUHSC_00405	660	404	607	864	1406	134
SAOUHSC_00406	1645	1008	1304	1791	2011	301
SAOUHSC_00407	592	379	500	599	940	64
SAOUHSC_00408	647	425	506	620	846	120
SAOUHSC_00409	948	426	768	277	456	25
SAOUHSC_00410	6342	4679	4370	447	656	105
SAOUHSC_00411	75	70	41	12	17	2
SAOUHSC_00412	2919	2826	1708	8986	10067	2457
SAOUHSC_00413	10611	11039	6121	29182	38477	15292
SAOUHSC_00414	3175	2501	1954	7253	8881	1467
SAOUHSC_00415	56	36	55	39	42	1
SAOUHSC_00416	2009	1605	1293	1903	2628	225
SAOUHSC_00417	3753	2773	2614	3295	3867	531
SAOUHSC_00418	71	69	49	33	43	12
SAOUHSC_00420	7644	4377	4342	11114	16653	2892
SAOUHSC_00421	3102	1964	2782	111	152	47
SAOUHSC_00422	13684	7465	12122	371	373	72
SAOUHSC_00423	3185	2155	2953	851	1629	176
SAOUHSC_00424	1698	1136	1604	281	559	93
SAOUHSC_00426	6800	3918	5862	922	2391	136
SAOUHSC_00427	2619	2373	3169	12707	14445	6595
SAOUHSC_00428	1864	1061	1401	1098	774	18
SAOUHSC_00429	499	425	398	579	752	156
SAOUHSC_00430	2499	1764	1817	1775	2289	936
SAOUHSC_00431	2638	1556	2164	712	1334	137
SAOUHSC_00433	1394	836	1036	938	1793	383
SAOUHSC_00434	309	222	195	264	350	37
SAOUHSC_00435	15989	9901	20136	85248	124498	28714
SAOUHSC_00436	13704	8400	16901	34907	43393	12619
SAOUHSC_T00048	4448	2835	3711	2463	1569	926
SAOUHSC_00437	8384	14832	8307	6572	7355	1767
SAOUHSC_00438	2966	4488	3141	1158	1515	357
SAOUHSC_00439	2420	2859	2461	907	1021	230
SAOUHSC_00440	436	348	394	54	28	16
SAOUHSC_00441	1108	954	1062	1417	1778	365
SAOUHSC_00442	12349	11645	12786	7046	8604	2073
SAOUHSC_00444	5265	5175	5352	4996	7970	3377
SAOUHSC_00445	10149	8003	9341	7454	9564	2642
SAOUHSC_00446	47	40	37	17	14	4
SAOUHSC_R0001	2416	1354	331	3699	2825	6157
SAOUHSC_R0006	14015	15207	4099	12608	9109	18918
SAOUHSC_R00011	7	20	14	1	1	6
SAOUHSC_00450	584	446	375	1231	1397	213
SAOUHSC_00451	603	518	493	885	1100	115
SAOUHSC_00452	5226	5964	4141	9259	13441	2998
SAOUHSC_00454	678	635	620	2312	2999	135
SAOUHSC_00455	1495	1061	1273	1048	1617	340
SAOUHSC_00456	1255	823	959	576	594	95
SAOUHSC_00457	422	379	362	291	347	59
SAOUHSC_00458	159	155	120	108	155	28
SAOUHSC_00459	576	419	350	357	383	75
SAOUHSC_00461	6616	4980	4712	12022	17638	1810
SAOUHSC_00462	5234	3626	3825	6607	9259	3937
SAOUHSC_00463	350	317	283	1233	2546	368
SAOUHSC_00464	611	543	421	1729	2755	944
SAOUHSC_00465	38495	37003	25543	26268	15726	1568
SAOUHSC_00466	13287	13349	11618	10784	15059	4071
SAOUHSC_00467	16731	15438	14540	14258	18423	2464
SAOUHSC_00468	30405	29289	22061	56474	78618	25929
SAOUHSC_00469	37224	36185	26196	57606	71654	34749
SAOUHSC_00470	12	25	15	19	65	27
SAOUHSC_00471	13501	14058	11465	17016	17229	10373
SAOUHSC_00472	16203	16523	13631	14473	16498	3743
SAOUHSC_00473	57	32	19	18	9	0
SAOUHSC_00474	232295	196884	236644	37647	32634	14727
SAOUHSC_00475	703	522	415	2093	2522	403
SAOUHSC_00477	7381	5741	5262	8245	11343	2257
SAOUHSC_00479	3505	2719	2376	3592	4599	442
SAOUHSC_00480	6241	4928	4688	6077	8956	1817
SAOUHSC_00481	1881	1556	1585	1928	3538	487
SAOUHSC_00482	3776	2358	2821	3300	4946	639
SAOUHSC_00483	11213	8471	7355	17323	17951	2677
SAOUHSC_00484	1054	854	720	1689	2289	517
SAOUHSC_00485	1376	1287	1018	2249	2861	463
SAOUHSC_00486	43464	37517	27028	59665	72121	17623
SAOUHSC_00487	5614	4850	3849	6330	6845	2006
SAOUHSC_00488	20714	15843	16373	17672	27851	10931
SAOUHSC_00489	567	486	497	709	924	192
SAOUHSC_00490	761	582	749	531	654	62
SAOUHSC_00491	4582	4169	4779	2905	3285	486
SAOUHSC_00492	1204	796	1556	1066	2075	80
SAOUHSC_00493	36358	31005	38157	25482	34477	7641
SAOUHSC_R00016	174	100	67	60	23	51
SAOUHSC_T00059	84	99	45	21	15	17
SAOUHSC_T00053	1642	1652	1097	891	266	451
SAOUHSC_T00035	641	609	435	626	276	412
SAOUHSC_T00021	417	334	307	267	119	232
SAOUHSC_T00030	236	257	94	250	22	50
SAOUHSC_T0004	2306	1606	1721	1141	991	757
SAOUHSC_T00044	284	210	189	383	293	223
SAOUHSC_T0001	749	421	265	389	493	346
SAOUHSC_R0002	2639	1447	331	3923	2966	6783
SAOUHSC_R0007	13931	15824	4316	11601	8812	17893
SAOUHSC_R00012	77	60	26	69	9	62
SAOUHSC_00497	480	267	228	246	359	15
SAOUHSC_00499	1502	1228	1042	2379	2367	1074
SAOUHSC_00500	1349	1011	910	1995	2295	280
SAOUHSC_00501	3471	2861	2311	12396	14143	1073
SAOUHSC_00502	9028	9101	4619	6545	2273	87
SAOUHSC_00503	10698	10805	5876	5984	2969	270
SAOUHSC_00504	24572	25298	14213	13518	5855	232
SAOUHSC_00505	75629	68964	39168	45344	24485	3490
SAOUHSC_00507	4335	3924	2582	13457	20546	6633
SAOUHSC_00508	3002	2437	1948	7344	12462	1486
SAOUHSC_00509	8057	6911	5291	16354	25039	3688
SAOUHSC_00510	758	716	438	2253	4635	1596
SAOUHSC_00511	1791	1758	1064	6973	11623	2558
SAOUHSC_00512	641	589	407	2488	5282	613
SAOUHSC_00513	1065	979	588	3821	5866	2130
SAOUHSC_00514	1224	1108	707	3969	6703	896
SAOUHSC_00515	710	624	463	2396	3441	247
SAOUHSC_00516	1834	1490	1466	2881	4438	532
SAOUHSC_00517	5430	4694	3750	6831	8141	2401
SAOUHSC_00518	75013	64360	57310	44844	41843	13481
SAOUHSC_00519	63682	71334	48309	53576	44110	10454
SAOUHSC_00520	72519	71268	57326	59173	94480	8578
SAOUHSC_00521	43855	36158	34768	37408	41845	11698
SAOUHSC_00523	8024	8861	6289	5549	6087	2163
SAOUHSC_00524	248117	217987	168548	119761	121151	57159
SAOUHSC_00525	314531	255607	193623	157070	148176	69111
SAOUHSC_00526	20484	19603	13555	12092	7107	1277
SAOUHSC_00527	108174	113180	88447	58415	72100	30038
SAOUHSC_00528	106791	105710	85855	60660	62305	26152
SAOUHSC_00529	530179	516908	401736	331800	300427	194331
SAOUHSC_00530	393352	363843	283366	339682	281098	187731
SAOUHSC_00531	1532	1090	911	3918	5476	1502
SAOUHSC_00532	6327	5769	4376	16253	24227	3647
SAOUHSC_00533	8236	6499	3455	21160	67029	8448
SAOUHSC_00534	857	649	544	1308	2097	309
SAOUHSC_00535	25041	21296	18408	5087	5402	842
SAOUHSC_00536	4047	3855	2641	19402	23945	5101
SAOUHSC_00537	308	276	263	1663	2724	169
SAOUHSC_00538	375	296	260	1843	2825	460
SAOUHSC_00539	1016	703	696	964	1258	152
SAOUHSC_00540	97	70	88	390	301	25
SAOUHSC_00541	189	129	125	464	505	154
SAOUHSC_00542	858	478	612	1438	1965	189
SAOUHSC_00543	1432	777	1126	1301	1608	155
SAOUHSC_A00526	45	19	32	8	4	0
SAOUHSC_00544	31919	19496	37967	3699	4406	2832
SAOUHSC_00545	15697	12292	16034	7483	6180	2924
SAOUHSC_00547	1260	912	897	2795	3302	223
SAOUHSC_00548	5382	3949	4552	3946	4403	327
SAOUHSC_00549	11106	9024	7062	6976	6832	1023
SAOUHSC_00550	6213	4819	3734	5022	5626	1270
SAOUHSC_00551	3317	2617	2132	4022	4874	585
SAOUHSC_00552	1381	1302	843	1715	1916	149
SAOUHSC_00553	2948	2988	1787	8577	14148	2072
SAOUHSC_00554	3575	3761	2172	10468	16127	8535
SAOUHSC_00555	321	226	195	313	293	213
SAOUHSC_00556	11236	9471	10568	3235	4475	986
SAOUHSC_00557	208	132	133	135	124	15
SAOUHSC_00558	483	379	363	567	670	340
SAOUHSC_00559	61	44	56	85	127	30
SAOUHSC_00560	132	73	86	96	119	10
SAOUHSC_00561	233206	187980	176207	48545	19761	899
SAOUHSC_00562	2820	2359	2455	6119	8826	2222
SAOUHSC_00564	691	632	528	959	1176	227
SAOUHSC_00565	694	622	564	780	1231	224
SAOUHSC_00567	693	517	503	533	827	206
SAOUHSC_00569	23844	31412	17483	73968	100979	26904
SAOUHSC_00571	589	444	413	859	1025	183
SAOUHSC_00572	758	595	557	1477	1787	209
SAOUHSC_00573	2978	2327	1334	4965	5182	421
SAOUHSC_00574	23720	20647	19745	21086	16702	4606
SAOUHSC_00575	23251	17276	19355	16211	12388	1829
SAOUHSC_00577	4695	4371	3967	1919	2302	502
SAOUHSC_00578	8244	8701	6837	5464	5585	4277
SAOUHSC_00579	9980	9979	8304	8128	7409	4187
SAOUHSC_00580	5515	4216	4752	1117	1466	137
SAOUHSC_00581	10118	6009	5056	1618	2375	361
SAOUHSC_00582	2085	1261	1035	276	499	28
SAOUHSC_00583	20	16	28	7	3	0
SAOUHSC_00584	1024	930	816	974	1737	212
SAOUHSC_00585	39	22	34	66	120	34
SAOUHSC_00586	191	147	151	176	234	52
SAOUHSC_00587	304	204	212	233	282	55
SAOUHSC_00588	217	158	199	181	187	33
SAOUHSC_00589	152	103	146	121	190	8
SAOUHSC_00591	157	118	132	124	177	22
SAOUHSC_00592	271	178	211	218	364	35
SAOUHSC_00596	56	45	47	64	49	12
SAOUHSC_00598	140	89	102	94	119	8
SAOUHSC_00599	90	59	106	135	183	14
SAOUHSC_00600	174	121	100	115	179	16
SAOUHSC_00602	166	94	101	138	196	60
SAOUHSC_00603	1377	1144	923	1812	2654	559
SAOUHSC_00604	4403	4881	2253	9899	13618	1375
SAOUHSC_00605	594	344	341	1312	2026	90
SAOUHSC_00606	4439	2971	2464	6105	7841	963
SAOUHSC_00607	2708	1845	1607	3157	3416	473
SAOUHSC_00608	3960	3318	2220	56017	81598	16045
SAOUHSC_00609	5	5	5	74	39	10
SAOUHSC_00610	604	458	444	1359	2045	71
SAOUHSC_00611	4123	2518	3128	6311	7607	464
SAOUHSC_00612	132	80	95	102	132	25
SAOUHSC_00613	1733	917	1217	1569	1853	131
SAOUHSC_00614	454	379	292	1448	2413	107
SAOUHSC_00615	752	523	478	1636	2035	216
SAOUHSC_00616	1486	1029	1077	1993	2704	187
SAOUHSC_00617	38150	34242	18928	47576	42900	18411
SAOUHSC_00618	2666	2015	2179	4099	6561	378
SAOUHSC_00619	4820	5886	3454	12092	18262	1502
SAOUHSC_00620	32992	33044	23485	96141	121290	17953
SAOUHSC_00621	745	591	488	1456	2314	225
SAOUHSC_00622	509	293	299	212	342	32
SAOUHSC_00624	3372	3306	2685	3483	4985	329
SAOUHSC_00625	13538	13390	9579	17755	25321	3872
SAOUHSC_00626	2017	1932	1614	2955	4550	789
SAOUHSC_00627	1346	1258	949	1839	3385	600
SAOUHSC_00628	7333	8039	5606	11761	19643	3834
SAOUHSC_00629	786	675	638	1565	2742	437
SAOUHSC_00632	4830	4126	2958	6669	9431	1387
SAOUHSC_00633	12123	9939	6675	14491	15876	1782
SAOUHSC_00634	29279	22754	25484	14403	26012	2745
SAOUHSC_00636	12081	9014	10928	7435	14584	608
SAOUHSC_00637	10458	7662	6902	13175	23692	2277
SAOUHSC_00638	7938	5450	6068	4668	5165	956
SAOUHSC_00639	3315	2126	2567	1149	1252	311
SAOUHSC_00640	1276	862	968	2091	3032	392
SAOUHSC_00641	9731	7548	7872	6804	7549	1647
SAOUHSC_00642	9376	7209	8053	7352	8038	306
SAOUHSC_00643	2384	1748	1938	2303	3076	308
SAOUHSC_00644	2944	2282	2600	2147	3216	230
SAOUHSC_00645	1557	1149	1493	1107	1449	284
SAOUHSC_00646	4453	3734	3868	3807	6074	668
SAOUHSC_00647	61638	40405	43339	14436	15347	2735
SAOUHSC_00648	11084	7372	9438	8719	9310	2239
SAOUHSC_00650	18	19	21	7	13	1
SAOUHSC_00651	3298	2647	2922	2356	3734	508
SAOUHSC_00652	4550	3806	2789	5028	7956	1004
SAOUHSC_00653	2653	2070	1661	1864	2596	400
SAOUHSC_00654	5117	3956	3349	3003	4632	719
SAOUHSC_00655	1471	1510	722	2526	4079	1020
SAOUHSC_00656	969	1031	574	1488	3278	730
SAOUHSC_00658	616	552	344	739	1555	175
SAOUHSC_00659	11034	9452	7585	17328	13816	501
SAOUHSC_00660	25679	27463	33139	9769	9887	2296
SAOUHSC_00661	1278	1079	1141	1066	1319	102
SAOUHSC_00662	5151	3604	4243	1379	1194	94
SAOUHSC_00663	1812	1296	755	2531	2013	146
SAOUHSC_00664	1425	1243	992	2114	3020	181
SAOUHSC_00665	1069	767	775	1165	1154	112
SAOUHSC_00666	1833	1243	1314	1746	2137	255
SAOUHSC_00667	2178	1738	1443	9008	15085	1539
SAOUHSC_00668	5554	4266	4484	10575	19193	592
SAOUHSC_00669	3902	3371	3636	4431	5129	364
SAOUHSC_00670	8973	7853	6686	6650	5837	1509
SAOUHSC_00671	1752	1541	1630	7451	4260	2183
SAOUHSC_00672	2607	1854	1699	2694	3113	218
SAOUHSC_00673	956	588	767	836	1424	97
SAOUHSC_00674	222	103	188	670	1997	43
SAOUHSC_00675	6314	5036	4675	5750	6568	1546
SAOUHSC_00676	4862	3686	3634	3914	3505	870
SAOUHSC_00677	7	2	7	16	13	1
SAOUHSC_00678	1827	1604	1235	4729	7018	451
SAOUHSC_00679	3850	3346	2898	6738	9180	533
SAOUHSC_00680	572	459	485	790	1788	210
SAOUHSC_00681	3145	2645	2135	3665	4436	550
SAOUHSC_00682	1158	898	941	1678	2116	186
SAOUHSC_00683	441	302	295	1295	1714	100
SAOUHSC_00684	110	64	89	177	217	29
SAOUHSC_00685	950	602	549	1939	2709	161
SAOUHSC_00686	1883	1684	1150	6312	6760	616
SAOUHSC_00687	347	264	254	836	834	174
SAOUHSC_00688	4467	4652	2567	18226	13697	10930
SAOUHSC_00689	2651	2589	1700	11071	10694	3411
SAOUHSC_00690	4579	4077	2758	20761	21416	3324
SAOUHSC_00691	2373	1926	1834	3593	6237	1254
SAOUHSC_00692	5916	4283	4015	6808	8274	1518
SAOUHSC_00693	8405	6733	5879	9468	9775	1000
SAOUHSC_00694	77056	79857	63866	81253	75411	10028
SAOUHSC_00695	1279	983	793	1791	1403	275
SAOUHSC_00696	2752	2058	1979	3228	4625	649
SAOUHSC_00697	378	178	371	484	562	47
SAOUHSC_00698	3085	2188	2522	2440	3116	673
SAOUHSC_00699	7384	5770	6337	6896	9805	1906
SAOUHSC_00700	935	601	658	853	763	96
SAOUHSC_00701	525	309	644	791	1225	128
SAOUHSC_00702	493	366	411	607	482	34
SAOUHSC_00703	2093	1812	1869	1999	2426	398
SAOUHSC_00704	630	463	695	1160	1459	91
SAOUHSC_00705	485	318	388	434	930	98
SAOUHSC_00706	8404	6322	6135	2764	5860	819
SAOUHSC_00707	11595	10417	8353	4301	14912	6549
SAOUHSC_00708	47521	39887	33265	29827	66938	18160
SAOUHSC_00710	1185	863	636	1441	1890	379
SAOUHSC_00711	5415	4526	3417	16340	17438	1652
SAOUHSC_00712	610	545	276	3470	5044	1336
SAOUHSC_00713	2031	1712	1240	9921	10814	1799
SAOUHSC_00714	48178	33731	27316	35277	40015	1764
SAOUHSC_00715	30852	22064	17499	27595	31338	1833
SAOUHSC_00716	15874	11129	9049	18336	15474	995
SAOUHSC_00717	24593	16748	12922	24120	23525	467
SAOUHSC_00718	2234	1202	2404	1390	1475	203
SAOUHSC_00719	8354	6424	7578	3081	4397	1274
SAOUHSC_00720	3016	2525	2799	1202	1871	133
SAOUHSC_00721	3267	2530	3189	1047	1889	137
SAOUHSC_00722	262	188	184	232	228	57
SAOUHSC_00723	928	630	708	648	924	259
SAOUHSC_00724	722	567	619	589	893	95
SAOUHSC_00725	312	269	318	544	555	25
SAOUHSC_00726	1723	1295	1455	2056	2761	248
SAOUHSC_00727	3039	2303	2582	3105	3782	795
SAOUHSC_00728	251696	170288	213600	75227	61461	6215
SAOUHSC_00729	17969	11954	13628	9764	14143	2328
SAOUHSC_00730	32323	19789	25241	14311	21384	2172
SAOUHSC_00731	1868	1760	1045	5255	7323	2801
SAOUHSC_00732	5391	4035	3244	8768	11510	1619
SAOUHSC_00733	610	539	396	6390	8415	1046
SAOUHSC_00734	1912	1292	1241	4904	6309	480
SAOUHSC_00735	278	199	203	486	748	143
SAOUHSC_00736	9738	10349	6438	19158	17903	3387
SAOUHSC_00737	10	9	12	16	25	4
SAOUHSC_00738	6675	6307	4053	40529	41729	9059
SAOUHSC_00739	2470	1974	2094	1481	1931	497
SAOUHSC_00740	3338	2616	2763	2385	3194	172
SAOUHSC_00741	3851	2798	2586	10500	12964	1780
SAOUHSC_00742	37451	25731	23851	92783	110319	12651
SAOUHSC_00743	18313	12754	11775	51844	59142	5621
SAOUHSC_00744	37	14	20	15	11	14
SAOUHSC_00745	6	0	5	1	3	4
SAOUHSC_00746	720	684	484	443	496	54
SAOUHSC_00747	578	433	472	197	230	3
SAOUHSC_00748	715	542	511	174	199	17
SAOUHSC_00749	1601	1235	1218	585	868	93
SAOUHSC_00751	1267	999	942	1475	1692	185
SAOUHSC_00752	2012	1405	1303	2403	2354	556
SAOUHSC_00753	223	200	176	394	517	21
SAOUHSC_00754	1870	1131	1383	1306	1679	97
SAOUHSC_00755	9269	8211	6611	4181	4782	327
SAOUHSC_00756	4699	4583	3349	3786	4836	1392
SAOUHSC_00757	9683	6500	6712	6496	7764	2024
SAOUHSC_00758	535	339	325	496	660	96
SAOUHSC_00759	412	256	232	527	533	57
SAOUHSC_00760	25979	19859	26941	4394	3980	320
SAOUHSC_00762	2856	2050	2283	4053	5940	664
SAOUHSC_00763	2054	1459	1033	2779	2881	891
SAOUHSC_00764	4976	3375	3775	3928	2490	331
SAOUHSC_00765	662	623	633	229	195	9
SAOUHSC_00766	676	503	512	350	430	67
SAOUHSC_00767	20413	17487	10711	50999	68740	7089
SAOUHSC_00769	41680	32222	25537	44094	54878	14871
SAOUHSC_00770	87	62	82	102	126	42
SAOUHSC_00771	3875	2663	2839	4237	6773	2154
SAOUHSC_00772	7	7	6	1	5	1
SAOUHSC_00773	1269	970	1051	419	610	51
SAOUHSC_00774	613	293	346	1892	2954	146
SAOUHSC_00775	191	86	97	520	594	23
SAOUHSC_00776	5795	4203	4293	2389	2560	458
SAOUHSC_00778	0	0	0	0	0	0
SAOUHSC_00779	8633	6130	6589	3849	4198	606
SAOUHSC_00780	35082	25612	28977	15907	15564	5580
SAOUHSC_00781	1925	1895	1092	6335	9499	1594
SAOUHSC_00782	734	707	439	2801	4600	915
SAOUHSC_00783	521	467	335	1611	2526	318
SAOUHSC_00784	2356	1909	1469	4911	5838	394
SAOUHSC_00785	9057	7347	4060	15512	20750	7290
SAOUHSC_00786	216	155	92	150	144	120
SAOUHSC_00787	3561	3575	2249	5356	8902	898
SAOUHSC_00788	11184	12340	7161	26936	35526	16595
SAOUHSC_00789	16557	15930	10626	27925	38963	8150
SAOUHSC_T0005	38	32	22	184	168	14
SAOUHSC_00790	18711	14848	11070	13485	10543	1380
SAOUHSC_00792	2834	2641	1961	14443	15545	4406
SAOUHSC_00793	6223	6729	4630	24300	44455	15417
SAOUHSC_00794	38595	30429	24578	101822	74445	33439
SAOUHSC_00795	57751	47745	34629	300818	266923	93834
SAOUHSC_00796	14324	10545	8363	85439	81018	21427
SAOUHSC_00797	13992	11600	8864	78207	89158	22237
SAOUHSC_00798	28476	21978	17274	146930	154296	86796
SAOUHSC_00799	39621	31154	21424	153747	148763	104077
SAOUHSC_00800	4195	3146	4176	6091	7550	249
SAOUHSC_00801	9368	8964	7113	8311	13524	5813
SAOUHSC_00802	16247	17010	14691	9156	12617	1992
SAOUHSC_00803	71159	74358	62657	49148	56244	11343
SAOUHSC_00804	15604	15560	13432	10718	14441	3400
SAOUHSC_00806	1247	730	1309	330	533	46
SAOUHSC_00807	860	489	636	205	243	51
SAOUHSC_00808	2130	1318	1813	852	933	84
SAOUHSC_00809	9	10	6	6	3	1
SAOUHSC_00810	171	205	146	494	900	133
SAOUHSC_00811	798	757	654	1570	2936	489
SAOUHSC_00812	115352	117854	73935	122766	112151	130580
SAOUHSC_00816	686	502	412	1811	1530	163
SAOUHSC_00817	438	360	222	951	858	257
SAOUHSC_00818	254	114	160	46	56	5
SAOUHSC_00819	52904	38229	33079	91446	61377	14237
SAOUHSC_00820	1790	1595	1331	3057	2726	276
SAOUHSC_00821	893	895	644	1789	1629	206
SAOUHSC_00822	397	316	221	881	1174	312
SAOUHSC_00823	953	728	909	2273	1922	225
SAOUHSC_00824	911	678	752	2070	2725	313
SAOUHSC_00825	909	687	705	440	401	41
SAOUHSC_00826	4192	4443	2817	14950	14473	943
SAOUHSC_00827	7094	5363	6416	1550	1307	449
SAOUHSC_00828	1682	1262	1351	6099	5572	537
SAOUHSC_00830	8423	6900	6814	7139	6303	463
SAOUHSC_00831	2529	2842	1735	6408	7502	3523
SAOUHSC_00832	679	501	464	485	565	35
SAOUHSC_00833	8641	6865	5823	4280	6507	1388
SAOUHSC_00834	1651	1234	741	2714	2232	837
SAOUHSC_00835	474	365	220	3154	5463	129
SAOUHSC_00836	4234	3545	2594	11955	16605	1044
SAOUHSC_00837	48	52	52	74	150	7
SAOUHSC_00838	1436	1478	1040	1151	1139	112
SAOUHSC_00839	194	179	121	142	142	54
SAOUHSC_00840	1023	1052	741	1574	1378	219
SAOUHSC_00841	544	608	501	1064	1210	157
SAOUHSC_00842	13354	10424	12966	30740	54169	11150
SAOUHSC_00843	7121	5613	6534	10866	20438	3873
SAOUHSC_00844	15439	11067	15723	16652	37119	3095
SAOUHSC_00845	69298	54929	36959	122786	129951	5855
SAOUHSC_00846	975	799	976	469	360	81
SAOUHSC_00847	55022	57016	42658	26723	26397	6105
SAOUHSC_00848	105870	98828	79660	44214	37152	8529
SAOUHSC_00849	117386	109743	89897	45445	47200	19328
SAOUHSC_00850	51867	49999	41101	18440	21082	7114
SAOUHSC_00851	129589	113042	97875	49858	61821	9542
SAOUHSC_00852	47	46	46	14	19	5
SAOUHSC_00853	81	52	79	295	180	17
SAOUHSC_00854	1784	1627	1163	6025	6949	1405
SAOUHSC_00855	1121	1033	705	3034	4028	2351
SAOUHSC_00857	41	50	39	46	81	47
SAOUHSC_00858	929	771	520	1440	1716	127
SAOUHSC_00859	626	452	389	954	1101	232
SAOUHSC_00860	1929	1542	1100	2648	3263	373
SAOUHSC_00861	10284	9689	7089	17576	18960	4082
SAOUHSC_00862	718	643	465	1353	1369	140
SAOUHSC_00863	908	690	584	878	1010	46
SAOUHSC_00864	309	297	213	899	1070	46
SAOUHSC_00865	937	723	644	1982	2031	337
SAOUHSC_00866	2076	1659	1355	2893	3465	644
SAOUHSC_00867	1	1	2	5	13	22
SAOUHSC_00868	341	346	422	2250	8187	188
SAOUHSC_00869	12427	11018	8812	35581	53922	3362
SAOUHSC_00870	7162	5733	5674	14780	14784	649
SAOUHSC_00871	1686	1314	1668	3087	5520	179
SAOUHSC_00872	12351	9545	9021	18377	19875	1037
SAOUHSC_00873	7027	4408	4478	6250	5376	987
SAOUHSC_00874	1106	566	873	447	451	51
SAOUHSC_00875	10925	8513	7054	8832	8234	3321
SAOUHSC_00876	1211	881	584	1901	2975	453
SAOUHSC_00877	1792	1437	881	2946	3091	797
SAOUHSC_00878	17253	13285	10612	25308	27267	6330
SAOUHSC_00879	1868	1401	937	2505	3564	476
