Geneid	SRR10379721	SRR10379722	SRR10379723	SRR10379724	SRR10379725	SRR10379726
SAOUHSC_01285	13	6	21	14	12	2
SAOUHSC_01287	1	1	1	0	0	0
SAOUHSC_01288	1	5	13	13	10	6
SAOUHSC_01289	2	2	1	0	0	1
SAOUHSC_01290	10	6	7	18	21	0
SAOUHSC_01291	49	19	49	12	9	0
SAOUHSC_01292	0	0	0	0	0	0
SAOUHSC_01293	5	2	15	6	6	0
SAOUHSC_01294	70	45	34	51	24	13
SAOUHSC_01295	13	5	14	8	3	0
SAOUHSC_01296	2	2	0	0	2	0
SAOUHSC_01297	6	5	3	1	0	0
SAOUHSC_01298	3	2	0	0	0	0
SAOUHSC_01299	1	1	0	0	0	0
SAOUHSC_01300	42	26	34	54	44	5
SAOUHSC_01301	1	0	0	1	1	1
SAOUHSC_01304	1	4	6	4	5	2
SAOUHSC_01305	275	228	254	46	54	9
SAOUHSC_01306	5	1	4	0	2	0
SAOUHSC_01307	223	146	153	77	65	9
SAOUHSC_1307a	36	13	24	22	25	4
SAOUHSC_01310	84	42	55	98	114	3
SAOUHSC_01311	53	49	61	41	67	3
SAOUHSC_01312	28	20	34	15	6	0
SAOUHSC_01313	19	19	23	12	11	0
SAOUHSC_01314	75	64	70	71	81	21
SAOUHSC_01315	120	78	95	38	50	1
SAOUHSC_01316	139	93	133	293	298	20
SAOUHSC_01317	211	174	139	195	356	21
SAOUHSC_01318	124	76	104	45	44	0
SAOUHSC_01319	148	99	85	52	45	4
SAOUHSC_01320	106	86	72	42	26	2
SAOUHSC_01321	58	46	36	34	34	1
SAOUHSC_01322	20	19	14	23	16	1
SAOUHSC_01323	1	0	0	1	1	0
SAOUHSC_01324	548	392	400	311	320	76
SAOUHSC_01325	380	435	372	52	44	1
SAOUHSC_01326	58	53	56	9	6	0
SAOUHSC_01327	260	224	258	58	20	1
SAOUHSC_01328	2141	1566	1987	858	710	26
SAOUHSC_01329	173	146	165	70	39	3
SAOUHSC_01330	1793	1398	1814	1519	965	38
SAOUHSC_01331	278	303	251	84	100	23
SAOUHSC_01332	55	29	23	16	18	0
SAOUHSC_01333	3	1	1	3	2	1
SAOUHSC_01334	296	194	180	71	76	3
SAOUHSC_01336	47	49	61	8	11	0
SAOUHSC_01337	4	4	4	0	0	0
SAOUHSC_01338	129	103	112	28	37	5
SAOUHSC_01339	310	255	336	48	31	0
SAOUHSC_01340	139	85	109	37	41	2
SAOUHSC_01341	543	408	326	121	84	29
SAOUHSC_1342a	931	729	680	377	203	32
SAOUHSC_01346	212	146	138	305	247	28
SAOUHSC_01347	640	549	518	749	894	63
SAOUHSC_01348	615	499	383	532	627	94
SAOUHSC_01349	324	170	195	52	30	7
SAOUHSC_01350	379	212	289	108	76	2
SAOUHSC_01351	788	604	928	1508	2910	70
SAOUHSC_01352	215	156	151	88	75	14
SAOUHSC_01353	80	38	76	47	28	0
SAOUHSC_01354	13	8	5	4	3	0
SAOUHSC_01356	195	121	150	41	40	3
SAOUHSC_01357	413	293	254	362	268	17
SAOUHSC_01358	42	25	29	24	24	0
SAOUHSC_01359	368	321	250	378	360	63
SAOUHSC_01360	31	39	23	16	7	3
SAOUHSC_01361	153	89	93	145	160	8
SAOUHSC_01362	29745	19228	23894	1818	837	52
SAOUHSC_01363	161	118	82	54	54	3
SAOUHSC_01364	228	146	193	254	257	29
SAOUHSC_01365	135	103	113	165	240	27
SAOUHSC_01366	224	156	142	553	695	43
SAOUHSC_01367	91	56	69	29	17	0
SAOUHSC_01368	44	34	48	12	19	4
SAOUHSC_01369	167	133	136	63	39	6
SAOUHSC_01370	59	37	37	29	41	1
SAOUHSC_01371	246	120	155	46	26	1
SAOUHSC_01372	206	97	141	38	24	1
SAOUHSC_01373	73	50	50	34	48	1
SAOUHSC_01374	38	23	21	51	38	1
SAOUHSC_01375	85	49	56	40	59	7
SAOUHSC_01376	72	53	55	34	19	2
SAOUHSC_01377	151	88	93	45	56	3
SAOUHSC_01378	176	106	105	75	71	3
SAOUHSC_01379	2	0	1	5	1	0
SAOUHSC_01380	5	2	15	3	7	0
SAOUHSC_01381	374	291	247	287	269	11
SAOUHSC_01382	32	19	34	13	12	0
SAOUHSC_01383	78	40	44	20	20	0
SAOUHSC_01384	173	99	93	73	73	10
SAOUHSC_01385	159	84	111	51	43	9
SAOUHSC_01386	9	4	10	3	3	1
SAOUHSC_01387	62	40	64	21	30	2
SAOUHSC_01388	74	29	33	13	7	2
SAOUHSC_01389	285	204	205	66	64	10
SAOUHSC_01391	362	235	235	116	112	11
SAOUHSC_01392	247	199	193	86	101	4
SAOUHSC_01394	317	187	202	130	75	13
SAOUHSC_01395	242	209	134	132	72	8
SAOUHSC_01396	228	205	157	189	161	48
SAOUHSC_01397	354	315	271	125	66	5
SAOUHSC_01398	280	237	216	88	43	1
SAOUHSC_01399	301	279	202	117	108	8
SAOUHSC_01400	4	0	3	8	5	2
SAOUHSC_01401	23	13	13	22	27	2
SAOUHSC_01402	45	14	15	18	23	1
SAOUHSC_01403	45	33	25	11	4	0
SAOUHSC_01405	54	26	31	14	6	0
SAOUHSC_01406	80	59	43	24	8	1
SAOUHSC_01407	140	95	69	160	106	51
SAOUHSC_01408	188	110	144	131	79	10
SAOUHSC_01411	169	79	92	40	38	1
SAOUHSC_01412	10	1	7	5	3	0
SAOUHSC_01413	258	104	157	43	31	9
SAOUHSC_01414	145	98	98	42	48	3
SAOUHSC_01415	626	369	347	235	143	16
SAOUHSC_01416	130	48	75	76	60	2
SAOUHSC_01418	224	120	141	74	58	3
SAOUHSC_01419	15	6	28	10	5	2
SAOUHSC_01420	2702	2201	575	326	442	41
SAOUHSC_01421	203	287	132	52	55	4
SAOUHSC_01422	222	280	189	20	16	2
SAOUHSC_01423	276	361	195	18	13	1
SAOUHSC_01424	306	364	266	25	15	2
SAOUHSC_01425	25	32	22	11	3	0
SAOUHSC_01427	338	286	173	504	219	35
SAOUHSC_01429	214	190	180	207	103	12
SAOUHSC_01430	256	218	161	107	67	5
SAOUHSC_01431	415	431	282	87	52	14
SAOUHSC_01432	379	449	264	65	30	5
SAOUHSC_01433	731	755	515	140	69	9
SAOUHSC_01434	200	254	151	73	36	5
SAOUHSC_01435	904	992	653	163	116	16
SAOUHSC_01436	182	198	142	43	32	1
SAOUHSC_01437	251	266	203	58	51	2
SAOUHSC_01438	57	24	33	12	15	6
SAOUHSC_01439	1071	777	714	209	191	58
SAOUHSC_01440	10	9	8	2	0	0
SAOUHSC_01441	7662	4703	4282	4239	2575	152
SAOUHSC_01443	347	196	186	190	219	35
SAOUHSC_01447	268	177	182	46	29	6
SAOUHSC_01448	227	135	122	33	13	2
SAOUHSC_01450	177	112	125	44	54	3
SAOUHSC_01451	73	53	53	70	58	4
SAOUHSC_01452	223	99	162	60	45	3
SAOUHSC_01454	236	145	121	181	194	17
SAOUHSC_01455	13	11	15	2	8	0
SAOUHSC_01456	419	365	333	311	295	17
SAOUHSC_01459	12	8	9	14	17	1
SAOUHSC_01460	87	64	67	21	12	0
SAOUHSC_01462	23	12	20	14	13	0
SAOUHSC_01463	123	78	56	79	52	6
SAOUHSC_01464	402	257	181	171	85	17
SAOUHSC_01466	10	2	9	5	4	0
SAOUHSC_01467	103	61	69	20	10	1
SAOUHSC_01468	121	56	66	25	26	2
SAOUHSC_01469	122	61	69	43	25	3
SAOUHSC_01470	158	74	116	74	76	3
SAOUHSC_01471	167	91	127	183	133	12
SAOUHSC_01472	154	103	111	64	50	3
SAOUHSC_01473	210	103	134	45	25	2
SAOUHSC_01474	36	10	25	9	4	1
SAOUHSC_01475	201	112	110	73	57	4
SAOUHSC_01476	112	73	75	39	55	6
SAOUHSC_01477	94	48	70	45	49	2
SAOUHSC_01478	172	107	119	122	167	9
SAOUHSC_01479	414	241	226	251	254	24
SAOUHSC_01480	342	240	231	166	132	20
SAOUHSC_01481	220	120	168	42	26	6
SAOUHSC_01482	0	0	0	0	0	0
SAOUHSC_01483	42	27	19	24	7	0
SAOUHSC_01484	147	88	92	37	22	1
SAOUHSC_01485	74	39	40	10	4	0
SAOUHSC_01486	50	26	27	10	12	0
SAOUHSC_01487	54	33	16	130	56	2
SAOUHSC_01488	33	24	13	47	31	7
SAOUHSC_01489	161	79	91	58	55	4
SAOUHSC_01490	193	106	130	57	20	4
SAOUHSC_01491	136	89	91	39	23	1
SAOUHSC_01492	0	0	1	0	1	0
SAOUHSC_01493	3	0	3	0	0	0
SAOUHSC_A01436	2	1	0	0	0	0
SAOUHSC_01494	130	67	72	19	8	0
SAOUHSC_01495	561	609	363	741	424	80
SAOUHSC_01496	66	44	37	30	20	2
SAOUHSC_01497	3	0	5	0	0	0
SAOUHSC_01499	352	176	175	165	145	32
SAOUHSC_01500	493	280	346	294	221	36
SAOUHSC_01501	1202	812	1036	598	617	23
SAOUHSC_01502	50	35	20	26	10	0
SAOUHSC_01503	72	67	64	95	84	25
SAOUHSC_01504	37	18	26	34	9	2
SAOUHSC_01505	72	59	67	68	45	8
SAOUHSC_01507	1	2	7	1	2	0
SAOUHSC_01508	60	29	46	46	67	5
SAOUHSC_01510	74	38	55	19	9	0
SAOUHSC_01511	15	7	11	2	3	0
SAOUHSC_01512	0	0	0	0	0	0
SAOUHSC_01513	0	0	0	0	0	0
SAOUHSC_01514	0	0	0	0	0	0
SAOUHSC_01515	0	0	0	0	0	0
SAOUHSC_01516	0	0	0	0	0	0
SAOUHSC_01517	0	0	0	0	0	0
SAOUHSC_01518	0	0	0	0	0	0
SAOUHSC_01519	0	0	0	0	0	0
SAOUHSC_01520	0	0	0	0	0	0
SAOUHSC_01521	0	0	0	0	0	0
SAOUHSC_01522	0	0	0	0	0	0
SAOUHSC_01523	0	0	0	0	0	0
SAOUHSC_01524	0	0	0	0	0	0
SAOUHSC_01525	0	0	0	0	0	0
SAOUHSC_01526	0	0	0	0	0	0
SAOUHSC_01527	0	0	0	0	0	0
SAOUHSC_01528	0	0	0	0	0	0
SAOUHSC_01529	0	0	0	0	0	0
SAOUHSC_01530	0	0	0	0	0	0
SAOUHSC_01531	0	0	0	0	0	0
SAOUHSC_01532	0	0	0	0	0	0
SAOUHSC_01533	0	0	0	0	0	0
SAOUHSC_01535	0	0	0	0	0	0
SAOUHSC_01536	0	0	0	0	0	0
SAOUHSC_01537	0	0	0	0	0	0
SAOUHSC_01538	0	0	0	0	0	0
SAOUHSC_01539	0	0	0	0	0	0
SAOUHSC_01540	0	0	0	0	0	0
SAOUHSC_01541	0	0	0	0	0	0
SAOUHSC_01542	0	0	0	0	0	0
SAOUHSC_01543	0	0	0	0	0	0
SAOUHSC_01544	0	0	0	0	0	0
SAOUHSC_01545	0	0	0	0	0	0
SAOUHSC_01546	0	0	0	0	0	0
SAOUHSC_01547	0	0	0	0	0	0
SAOUHSC_01548	0	0	0	0	0	0
SAOUHSC_01549	0	0	0	0	0	0
SAOUHSC_01550	0	0	0	0	0	0
SAOUHSC_01551	0	0	0	0	0	0
SAOUHSC_01552	0	0	0	0	0	0
SAOUHSC_01553	0	0	0	0	0	0
SAOUHSC_01555	0	0	0	0	0	0
SAOUHSC_01556	0	0	0	0	0	0
SAOUHSC_01557	0	0	0	0	0	0
SAOUHSC_01558	0	0	0	0	0	0
SAOUHSC_01559	0	0	0	0	0	0
SAOUHSC_01560	0	0	0	0	0	0
SAOUHSC_01561	0	0	0	0	0	0
SAOUHSC_01562	0	0	0	0	0	0
SAOUHSC_01563	0	0	0	0	0	0
SAOUHSC_01565	0	0	0	0	0	0
SAOUHSC_01566	0	0	0	0	0	0
SAOUHSC_01567	0	0	0	0	0	0
SAOUHSC_01568	0	0	0	0	0	0
SAOUHSC_01569	0	0	0	0	0	0
SAOUHSC_01570	0	0	0	0	0	0
SAOUHSC_01571	0	0	0	0	0	0
SAOUHSC_01572	0	0	0	0	0	0
SAOUHSC_01573	0	0	0	0	0	0
SAOUHSC_01574	0	0	0	0	0	0
SAOUHSC_A01514	0	0	0	0	0	0
SAOUHSC_01575	0	0	0	0	0	0
SAOUHSC_01576	0	0	0	0	0	0
SAOUHSC_01577	0	0	0	0	0	0
SAOUHSC_01578	0	0	0	0	0	0
SAOUHSC_01579	0	0	0	0	0	0
SAOUHSC_01580	99	52	59	19	23	3
SAOUHSC_01582	76	37	38	23	25	2
SAOUHSC_01583	198	113	142	124	110	7
SAOUHSC_01584	72	46	40	30	18	2
SAOUHSC_01585	52	26	33	10	6	0
SAOUHSC_01586	46	14	21	15	6	0
SAOUHSC_01587	54	28	27	26	14	1
SAOUHSC_01588	104	124	75	49	44	5
SAOUHSC_01589	200	125	129	327	264	13
SAOUHSC_01590	75	36	45	45	22	4
SAOUHSC_01591	65	34	47	11	6	1
SAOUHSC_01592	363	232	262	422	449	41
SAOUHSC_01593	142	143	83	197	258	11
SAOUHSC_01594	501	480	344	608	490	45
SAOUHSC_01595	44	37	42	28	35	1
SAOUHSC_01596	340	237	265	136	101	14
SAOUHSC_01597	251	175	167	247	239	16
SAOUHSC_01598	210	130	143	80	90	14
SAOUHSC_01599	343	301	265	81	71	6
SAOUHSC_01600	122	64	87	15	13	1
SAOUHSC_01601	15	2	5	4	0	0
SAOUHSC_01602	47	29	32	4	1	0
SAOUHSC_01603	315	238	202	141	120	5
SAOUHSC_01604	407	261	279	67	68	8
SAOUHSC_01605	29	29	36	44	46	8
SAOUHSC_01606	549	437	360	510	837	199
SAOUHSC_01607	133	112	98	640	438	37
SAOUHSC_01608	89	71	70	98	49	8
SAOUHSC_01609	174	122	123	73	40	1
SAOUHSC_01610	160	117	106	12	7	0
SAOUHSC_01611	234	145	126	34	19	3
SAOUHSC_01612	289	201	192	78	52	8
SAOUHSC_01613	168	106	122	35	19	1
SAOUHSC_01614	95	38	63	24	13	0
SAOUHSC_01615	182	112	115	39	27	2
SAOUHSC_01617	4	4	7	0	0	0
SAOUHSC_01618	190	84	79	41	36	2
SAOUHSC_01619	59	15	32	8	11	0
SAOUHSC_01620	16	9	8	1	6	0
SAOUHSC_01621	376	214	252	287	254	23
SAOUHSC_01622	108	64	72	35	19	0
SAOUHSC_01623	132	83	91	58	32	0
SAOUHSC_01624	248	141	144	56	29	4
SAOUHSC_01625	13	7	10	40	45	4
SAOUHSC_01626	35	22	23	60	67	2
SAOUHSC_01627	205	158	143	78	43	19
SAOUHSC_01628	67	50	37	105	135	9
SAOUHSC_01629	312	286	242	191	158	26
SAOUHSC_01630	247	190	185	84	65	7
SAOUHSC_01632	143	85	86	26	39	2
SAOUHSC_01633	19	16	20	6	2	0
SAOUHSC_01634	0	0	1	2	0	0
SAOUHSC_01635	4	3	2	4	4	0
SAOUHSC_01636	11	8	21	10	2	0
SAOUHSC_01637	6	2	5	2	2	0
SAOUHSC_01638	22	21	32	9	3	0
SAOUHSC_01639	77	53	81	55	39	2
SAOUHSC_01640	274	151	144	166	174	24
SAOUHSC_01641	36	13	22	10	18	1
SAOUHSC_01643	14	11	15	6	14	0
SAOUHSC_01644	37	31	27	23	16	4
SAOUHSC_01645	1	0	0	2	0	0
SAOUHSC_01646	127	84	91	57	47	6
SAOUHSC_01647	9	4	2	4	0	0
SAOUHSC_01650	261	140	185	88	63	14
SAOUHSC_01651	249	99	117	56	30	2
SAOUHSC_01652	11	7	7	0	2	0
SAOUHSC_01653	101	51	66	27	29	5
SAOUHSC_01655	100	45	56	39	35	2
SAOUHSC_01656	123	60	89	27	30	4
SAOUHSC_01657	115	66	75	45	33	2
SAOUHSC_01658	118	71	80	71	73	0
SAOUHSC_01659	129	67	89	49	50	1
SAOUHSC_01660	207	105	139	49	36	1
SAOUHSC_01661	152	71	98	31	25	1
SAOUHSC_01662	134	87	96	44	30	3
SAOUHSC_01663	140	70	104	22	26	1
SAOUHSC_01664	200	163	90	96	56	3
SAOUHSC_01665	39	41	37	22	29	1
SAOUHSC_01666	84	46	54	36	34	1
SAOUHSC_01667	67	30	36	24	24	1
SAOUHSC_01668	62	25	23	42	62	1
SAOUHSC_01670	66	48	43	47	40	3
SAOUHSC_01671	131	55	88	38	29	1
SAOUHSC_01672	116	60	55	57	41	13
SAOUHSC_01673	228	116	118	64	34	8
SAOUHSC_01675	239	126	120	51	44	0
SAOUHSC_01676	110	57	36	129	17	9
SAOUHSC_01677	272	137	155	111	92	10
SAOUHSC_01678	133	60	88	73	59	1
SAOUHSC_01679	98	67	64	46	56	11
SAOUHSC_01680	157	111	92	105	95	49
SAOUHSC_01681	485	344	242	96	27	14
SAOUHSC_01682	165	136	75	28	12	0
SAOUHSC_01683	130	114	75	58	39	3
SAOUHSC_01684	86	53	71	19	12	2
SAOUHSC_01685	30	14	20	19	1	3
SAOUHSC_01686	287	204	217	67	43	5
SAOUHSC_01687	65	47	51	45	40	4
SAOUHSC_01688	30	41	38	15	12	0
SAOUHSC_01689	820	701	746	569	536	50
SAOUHSC_01690	474	423	457	184	112	14
SAOUHSC_01691	600	360	531	119	102	5
SAOUHSC_01692	125	127	99	134	117	7
SAOUHSC_01693	49	39	41	21	15	1
SAOUHSC_01694	93	67	57	45	37	6
SAOUHSC_01695	157	87	88	28	30	0
SAOUHSC_01696	17	18	7	3	1	0
SAOUHSC_01697	103	85	77	27	27	1
SAOUHSC_01698	145	87	104	22	27	0
SAOUHSC_01699	96	58	49	14	4	0
SAOUHSC_01700	105	63	65	15	14	1
SAOUHSC_01701	41	30	43	77	116	6
SAOUHSC_01702	45	21	29	25	15	1
SAOUHSC_01704	88	52	74	63	83	1
SAOUHSC_01705	280	199	205	164	95	13
SAOUHSC_01706	120	92	97	17	5	1
SAOUHSC_01707	183	100	124	28	17	1
SAOUHSC_01708	51	30	36	2	2	0
SAOUHSC_01709	170	83	86	24	22	1
SAOUHSC_01710	155	80	78	48	47	5
SAOUHSC_01711	76	53	55	34	20	1
SAOUHSC_01712	96	49	55	27	18	2
SAOUHSC_01714	219	119	120	72	46	11
SAOUHSC_01715	121	67	73	22	9	0
SAOUHSC_01716	90	36	73	30	21	1
SAOUHSC_01717	67	29	40	34	25	1
SAOUHSC_01718	37	22	29	7	11	0
SAOUHSC_01719	28	19	19	10	11	0
SAOUHSC_01720	356	218	205	71	46	11
SAOUHSC_01721	455	271	302	202	186	14
SAOUHSC_01722	127	89	84	50	34	2
SAOUHSC_01723	292	144	176	88	70	6
SAOUHSC_01724	1109	1071	896	820	888	383
SAOUHSC_01727	4	2	0	20	29	0
SAOUHSC_01728	13	12	4	27	44	0
SAOUHSC_01729	1499	1507	971	1125	434	45
SAOUHSC_01730	87	74	59	58	80	4
SAOUHSC_01734	2	0	1	1	1	0
SAOUHSC_01735	246	170	165	52	28	7
SAOUHSC_01736	155	90	101	30	15	2
SAOUHSC_01737	135	81	71	14	7	0
SAOUHSC_01738	30	16	28	13	8	0
SAOUHSC_01739	343	189	207	60	45	7
SAOUHSC_01741	111	54	50	31	44	4
SAOUHSC_01742	642	297	368	135	80	1
SAOUHSC_01743	247	143	140	87	69	12
SAOUHSC_01744	9	7	6	4	4	0
SAOUHSC_01746	80	33	31	13	8	1
SAOUHSC_01747	131	100	65	41	40	5
SAOUHSC_01748	104	81	73	17	13	7
SAOUHSC_01749	53	35	47	12	6	0
SAOUHSC_01750	21	9	11	9	2	0
SAOUHSC_01751	168	112	146	89	60	9
SAOUHSC_01752	39	20	15	15	10	0
SAOUHSC_01753	44	24	22	19	37	0
SAOUHSC_01755	44	42	31	16	36	2
SAOUHSC_01756	34	20	15	9	9	0
SAOUHSC_01757	104	58	80	24	23	0
SAOUHSC_01758	35	11	15	30	18	0
SAOUHSC_01759	70	38	56	14	34	0
SAOUHSC_01760	13	11	14	22	20	1
SAOUHSC_01761	1263	1000	1365	160	81	3
SAOUHSC_01761a	1880	1744	1998	259	116	6
SAOUHSC_01762	1764	1508	1895	215	117	2
SAOUHSC_01763	1	0	3	2	2	0
SAOUHSC_01764	1585	1127	1553	206	76	6
SAOUHSC_01765	1796	1371	1772	193	127	5
SAOUHSC_01766	381	300	213	844	994	52
SAOUHSC_01767	336	196	251	130	114	8
SAOUHSC_01768	66	35	30	13	25	0
SAOUHSC_01769	181	108	111	68	56	14
SAOUHSC_01770	203	102	117	47	38	3
SAOUHSC_01771	92	43	57	26	12	5
SAOUHSC_01772	214	122	145	87	51	7
SAOUHSC_01773	182	127	140	87	80	6
SAOUHSC_01774	467	260	269	149	90	8
SAOUHSC_01775	164	73	117	30	27	2
SAOUHSC_01776	139	57	56	31	21	0
SAOUHSC_01777	165	86	79	41	20	2
SAOUHSC_01778	4	1	6	5	1	0
SAOUHSC_01779	75	37	64	23	12	2
SAOUHSC_01780	62	37	33	6	8	0
SAOUHSC_01781	5013	3457	3671	1791	1115	166
SAOUHSC_01782	53	26	19	14	8	2
SAOUHSC_01783	26	16	21	7	14	0
SAOUHSC_01784	111	71	71	28	31	3
SAOUHSC_01785	159	114	113	47	55	4
SAOUHSC_01786	442	255	302	98	72	11
SAOUHSC_01787	29	14	5	12	13	1
SAOUHSC_01788	238	159	171	52	25	1
SAOUHSC_01789	250	133	119	40	24	0
SAOUHSC_01791	146	76	72	23	6	1
SAOUHSC_01792	403	266	278	85	45	3
SAOUHSC_01793	164	123	140	39	17	2
SAOUHSC_01794	163	159	162	13	15	2
SAOUHSC_01795	861	589	655	140	98	7
SAOUHSC_01796	173	125	112	77	92	11
SAOUHSC_01797	329	183	219	49	37	4
SAOUHSC_01798	98	69	71	8	5	0
SAOUHSC_01799	259	159	134	46	30	3
SAOUHSC_01800	145	80	120	31	19	2
SAOUHSC_01801	286	166	168	185	156	33
SAOUHSC_01802	168	95	79	51	21	1
SAOUHSC_01803	125	85	79	25	40	2
SAOUHSC_01806	116	69	78	72	74	16
SAOUHSC_01807	153	81	80	48	30	2
SAOUHSC_01808	318	170	192	95	75	9
SAOUHSC_01809	545	396	466	377	300	26
SAOUHSC_01810	255	132	149	77	52	10
SAOUHSC_01811	345	168	216	96	78	13
SAOUHSC_01812	106	132	101	168	215	17
SAOUHSC_01813	253	214	170	168	111	19
SAOUHSC_01814	364	328	224	397	427	40
SAOUHSC_01815	402	232	259	569	447	36
SAOUHSC_01816	1079	873	909	864	866	134
SAOUHSC_01817	101	88	68	86	60	10
SAOUHSC_01818	143	198	107	35	17	3
SAOUHSC_01819	116	107	109	21	9	0
SAOUHSC_01820	58	57	44	25	15	0
SAOUHSC_01821	90	60	61	11	8	3
SAOUHSC_01822	117	96	102	22	12	6
SAOUHSC_01823	138	81	97	52	54	5
SAOUHSC_01824	225	189	138	217	153	61
SAOUHSC_01825	223	129	165	99	108	2
SAOUHSC_01826	612	361	408	365	340	120
SAOUHSC_01827	448	252	222	384	412	58
SAOUHSC_01828	236	197	237	57	72	4
SAOUHSC_01829	240	162	177	163	131	28
SAOUHSC_01830	491	269	314	272	208	50
SAOUHSC_01831	306	186	185	250	252	27
SAOUHSC_01832	618	478	478	1367	1451	416
SAOUHSC_01833	104	47	60	42	35	1
SAOUHSC_01834	249	180	147	139	144	19
SAOUHSC_01835	116	65	72	99	96	25
SAOUHSC_01836	171	122	116	81	69	8
SAOUHSC_01837	118	69	71	64	56	3
SAOUHSC_01838	114	75	88	55	91	8
SAOUHSC_01839	179	99	143	126	168	10
SAOUHSC_01840	370	227	260	390	400	18
SAOUHSC_01841	4	3	4	3	3	0
SAOUHSC_01843	173	87	107	33	35	5
SAOUHSC_01844	243	131	134	26	20	1
SAOUHSC_01845	339	264	215	277	196	25
SAOUHSC_01846	421	354	296	322	307	86
SAOUHSC_01847	115	57	70	57	47	5
SAOUHSC_01849	1	1	1	0	0	0
SAOUHSC_01850	88	70	66	45	47	6
SAOUHSC_01851	1	1	2	1	3	0
SAOUHSC_01852	184	111	111	165	108	74
SAOUHSC_01853	58	27	28	35	12	0
SAOUHSC_01854	153	91	106	44	45	2
SAOUHSC_01855	538	330	314	334	305	22
SAOUHSC_01856	76	45	43	44	42	8
SAOUHSC_01857	84	41	74	24	20	0
SAOUHSC_01858	69	38	53	27	20	1
SAOUHSC_01859	303	179	217	84	85	9
SAOUHSC_01860	25	8	28	13	17	2
SAOUHSC_01861	302	244	230	137	97	28
SAOUHSC_01863	110	71	71	116	78	2
SAOUHSC_01864	146	95	106	60	24	0
SAOUHSC_01865	121	63	75	38	19	1
SAOUHSC_01866	371	216	220	78	24	5
SAOUHSC_01867	26	22	18	10	20	1
SAOUHSC_01868	63	44	46	26	28	4
SAOUHSC_01869	336	276	259	260	218	18
SAOUHSC_01870	121	97	76	38	32	3
SAOUHSC_01871	1538	925	1021	751	618	42
SAOUHSC_01872	33	18	25	6	9	0
SAOUHSC_01873	363	203	243	89	52	11
SAOUHSC_01874	203	136	130	29	23	7
SAOUHSC_01875	432	343	247	230	178	46
SAOUHSC_01876	153	127	116	106	78	3
SAOUHSC_01877	31	14	20	16	16	0
SAOUHSC_01878	36	30	22	13	7	1
SAOUHSC_01879	0	0	1	0	0	0
SAOUHSC_01882	906	702	621	800	567	42
SAOUHSC_01883	38	73	38	348	458	16
SAOUHSC_01884	138	108	94	168	217	27
SAOUHSC_01886	96	106	62	21	16	3
SAOUHSC_01887	202	150	130	61	48	1
SAOUHSC_01888	456	311	358	177	165	10
SAOUHSC_01889	87	47	54	31	27	1
SAOUHSC_01890	176	105	107	83	90	3
SAOUHSC_01891	13	10	13	4	4	0
SAOUHSC_01893	35	25	25	15	9	0
SAOUHSC_01894	12	14	9	7	3	0
SAOUHSC_01895	247	153	210	842	1020	57
SAOUHSC_01896	428	302	327	1343	2304	56
SAOUHSC_01897	930	688	895	579	324	19
SAOUHSC_01898	56	55	40	75	90	5
SAOUHSC_01899	137	111	114	76	134	4
SAOUHSC_01900	15	5	8	10	7	0
SAOUHSC_01901	17	15	7	2	5	0
SAOUHSC_01902	4	4	3	0	0	0
SAOUHSC_01903	64	19	24	8	4	0
SAOUHSC_01904	80	36	53	33	41	1
SAOUHSC_01907	215	119	107	52	26	4
SAOUHSC_01908	389	254	214	463	465	86
SAOUHSC_01909	281	408	191	117	54	15
SAOUHSC_01910	303	290	217	309	183	24
SAOUHSC_01911	149	143	113	68	62	0
SAOUHSC_01912	135	99	64	131	110	30
SAOUHSC_01913	492	305	344	574	439	71
SAOUHSC_01914	288	175	172	85	37	12
SAOUHSC_01915	25	13	12	8	13	1
SAOUHSC_01916	74	52	44	37	18	0
SAOUHSC_01917	195	123	109	59	51	7
SAOUHSC_01918	97	68	61	24	15	2
SAOUHSC_01919	40	11	25	7	3	0
SAOUHSC_01920	49	16	25	21	21	4
SAOUHSC_01921	25	18	43	35	40	4
SAOUHSC_01922	28	11	13	11	3	1
SAOUHSC_01923	1	0	0	2	0	0
SAOUHSC_01924	27	22	22	5	7	0
SAOUHSC_01925	82	41	48	9	5	0
SAOUHSC_01926	547	395	414	251	230	1
SAOUHSC_01928	1	1	0	1	0	0
SAOUHSC_01929	107	55	119	75	37	5
SAOUHSC_01930	105	57	100	40	31	1
SAOUHSC_01931	331	221	194	67	72	13
SAOUHSC_01932	1	0	1	0	1	0
SAOUHSC_01933	100	56	42	74	59	2
SAOUHSC_01934	134	81	94	114	93	11
SAOUHSC_01935	130	66	58	15	42	27
SAOUHSC_01936	97	54	60	69	77	13
SAOUHSC_01937	187	104	117	125	91	4
SAOUHSC_01938	172	118	119	88	58	10
SAOUHSC_01939	178	75	99	41	28	2
SAOUHSC_01941	112	85	72	92	57	25
SAOUHSC_01942	9	4	12	6	6	2
SAOUHSC_01944	26	16	20	8	11	3
SAOUHSC_01945	29	15	28	10	12	1
SAOUHSC_01947	231	106	109	33	26	3
SAOUHSC_01948	11	0	3	1	0	2
SAOUHSC_01949	122	45	63	77	60	6
SAOUHSC_01950	232	96	159	173	170	15
SAOUHSC_01951	48	24	27	29	29	0
SAOUHSC_01952	161	114	115	151	171	12
SAOUHSC_01953	236	146	164	113	89	7
