Geneid	SRR10379721	SRR10379722	SRR10379723	SRR10379724	SRR10379725	SRR10379726
SAOUHSC_00640	106	57	85	52	54	5
SAOUHSC_00641	524	299	389	149	112	7
SAOUHSC_00642	170	115	158	120	103	2
SAOUHSC_00643	66	43	39	36	37	1
SAOUHSC_00644	154	102	103	43	53	2
SAOUHSC_00645	276	185	180	156	137	7
SAOUHSC_00646	199	212	117	1084	789	92
SAOUHSC_00647	612	600	166	1503	358	24
SAOUHSC_00648	110	64	65	43	62	8
SAOUHSC_00650	144	78	76	43	23	4
SAOUHSC_00651	345	239	193	160	149	39
SAOUHSC_00652	182	99	93	44	31	5
SAOUHSC_00653	180	124	117	22	10	5
SAOUHSC_00654	86	73	45	17	9	1
SAOUHSC_00655	37	26	33	5	2	2
SAOUHSC_00656	82	46	50	27	21	2
SAOUHSC_00658	88	60	58	46	54	8
SAOUHSC_00659	149	96	100	80	46	4
SAOUHSC_00660	16	10	18	30	20	2
SAOUHSC_00661	355	344	209	1074	793	144
SAOUHSC_00662	170	110	114	63	74	1
SAOUHSC_00663	138	79	94	92	64	5
SAOUHSC_00664	83	54	80	31	35	3
SAOUHSC_00665	165	107	117	129	91	11
SAOUHSC_00666	140	65	117	108	116	9
SAOUHSC_00667	30	11	24	25	25	0
SAOUHSC_00668	121	64	56	40	51	10
SAOUHSC_00669	4373	3817	2418	5377	5713	1101
SAOUHSC_00670	46	22	35	20	20	3
SAOUHSC_00671	117	48	74	58	82	7
SAOUHSC_00672	2	1	0	2	4	0
SAOUHSC_00673	108	43	68	14	11	4
SAOUHSC_00674	23	6	12	14	8	2
SAOUHSC_00675	3	1	1	0	2	1
SAOUHSC_00676	39	23	15	24	14	0
SAOUHSC_00677	81	42	58	63	41	8
SAOUHSC_00678	5	4	2	0	1	0
SAOUHSC_00679	492	341	331	207	227	29
SAOUHSC_00680	18	8	13	30	37	6
SAOUHSC_00681	25	8	15	19	16	4
SAOUHSC_00682	45	18	15	2	4	1
SAOUHSC_00683	10	14	11	6	10	1
SAOUHSC_00684	53	18	35	23	20	0
SAOUHSC_00685	104	67	57	55	77	4
SAOUHSC_00686	195	167	111	217	160	45
SAOUHSC_00687	132	83	90	99	52	11
SAOUHSC_00688	86	46	43	62	47	3
SAOUHSC_00689	238	183	164	44	41	3
SAOUHSC_00690	351	246	225	133	160	25
SAOUHSC_00691	253	221	197	82	83	8
SAOUHSC_00692	370	247	190	842	452	59
SAOUHSC_00693	281	183	201	62	27	1
SAOUHSC_00694	369	228	233	144	99	13
SAOUHSC_00695	18	14	11	5	8	2
SAOUHSC_00696	546	392	409	298	274	52
SAOUHSC_00697	183	158	130	89	84	5
SAOUHSC_00698	109	95	89	185	230	10
SAOUHSC_00699	263	260	258	353	517	53
SAOUHSC_00700	433	414	329	440	433	38
SAOUHSC_00701	201	143	126	124	172	18
SAOUHSC_00702	5	0	6	9	8	0
SAOUHSC_00703	60	54	51	7	9	1
SAOUHSC_00704	291	137	156	56	49	1
SAOUHSC_00705	182	121	85	43	40	8
SAOUHSC_00706	417	261	248	92	76	14
SAOUHSC_00707	311	165	200	51	37	0
SAOUHSC_00708	180	113	133	42	32	4
SAOUHSC_00710	118	84	95	13	19	0
SAOUHSC_00711	318	286	282	46	35	1
SAOUHSC_00712	239	179	156	379	478	11
SAOUHSC_00713	189	148	152	138	123	10
SAOUHSC_00714	264	198	174	176	173	12
SAOUHSC_00715	167	84	126	147	165	9
SAOUHSC_00716	41	20	34	29	28	6
SAOUHSC_00717	172	100	109	119	110	9
SAOUHSC_00718	97	57	53	39	48	6
SAOUHSC_00719	129	94	102	61	28	8
SAOUHSC_00720	168	134	156	54	32	6
SAOUHSC_00721	294	194	232	99	78	3
SAOUHSC_00722	112	64	81	25	21	3
SAOUHSC_00723	60	32	55	15	7	1
SAOUHSC_00724	141	83	121	21	8	0
SAOUHSC_00725	268	191	234	176	120	11
SAOUHSC_00726	341	155	162	134	102	6
SAOUHSC_00727	338	194	196	52	29	2
SAOUHSC_00728	242	191	156	93	93	6
SAOUHSC_00729	137	117	94	31	21	3
SAOUHSC_00730	109	69	66	30	14	2
SAOUHSC_00731	391	338	303	110	47	6
SAOUHSC_00732	726	650	591	959	808	96
SAOUHSC_00733	78	46	44	220	328	80
SAOUHSC_00734	275	203	192	240	233	24
SAOUHSC_00735	2	2	0	10	14	3
SAOUHSC_00736	261	199	201	203	151	25
SAOUHSC_00737	69	55	49	66	43	8
SAOUHSC_00738	146	100	111	106	122	14
SAOUHSC_00739	89	51	46	21	17	3
SAOUHSC_00740	196	120	103	85	72	8
SAOUHSC_00741	155	77	75	54	37	1
SAOUHSC_00742	348	158	187	73	46	38
SAOUHSC_00743	9	4	6	3	3	0
SAOUHSC_00744	429	299	306	210	244	35
SAOUHSC_00745	249	187	230	195	241	11
SAOUHSC_00746	37	19	37	10	2	0
SAOUHSC_00747	35	12	26	8	4	0
SAOUHSC_00748	31	27	27	11	14	3
SAOUHSC_00749	110	63	65	27	28	5
SAOUHSC_00751	119	77	62	286	280	13
SAOUHSC_00752	11	4	9	6	5	3
SAOUHSC_00753	38	27	26	45	38	2
SAOUHSC_00754	96	82	70	16	15	0
SAOUHSC_00755	502	431	373	404	436	93
SAOUHSC_00756	190	175	154	146	149	39
SAOUHSC_00757	450	355	350	260	297	84
SAOUHSC_00758	186	153	168	231	280	11
SAOUHSC_00759	54	29	34	13	20	1
SAOUHSC_00760	401	325	321	254	374	67
SAOUHSC_00762	135	56	77	33	32	5
SAOUHSC_00763	129	105	86	35	24	1
SAOUHSC_00764	84	52	55	19	22	0
SAOUHSC_00765	54	27	37	47	41	2
SAOUHSC_00766	356	150	195	102	54	10
SAOUHSC_00767	0	1	0	0	0	2
SAOUHSC_00769	170	109	116	76	44	8
SAOUHSC_00770	16	4	14	15	12	3
SAOUHSC_00771	208	136	101	76	80	8
SAOUHSC_00772	19	12	37	13	10	1
SAOUHSC_00773	32	20	22	7	13	0
SAOUHSC_00774	156	91	113	42	23	2
SAOUHSC_00775	0	0	0	0	0	0
SAOUHSC_00776	62	42	51	10	6	0
SAOUHSC_00778	365	214	245	105	79	10
SAOUHSC_00779	253	150	153	33	39	3
SAOUHSC_00780	55	42	46	24	45	5
SAOUHSC_00781	36	21	25	12	10	0
SAOUHSC_00782	180	92	153	69	50	6
SAOUHSC_00783	179	143	121	77	63	6
SAOUHSC_00784	1304	1260	735	2001	2037	1353
SAOUHSC_00785	93	49	75	34	20	2
SAOUHSC_00786	111	79	69	51	37	5
SAOUHSC_00787	98	78	81	32	28	2
SAOUHSC_00788	128	146	89	201	364	63
SAOUHSC_00789	461	387	391	2594	2846	199
SAOUHSC_T0005	680	775	500	601	439	31
SAOUHSC_00790	89	73	59	220	295	115
SAOUHSC_00792	237	148	138	82	45	6
SAOUHSC_00793	274	141	155	155	130	28
SAOUHSC_00794	238	123	172	83	84	5
SAOUHSC_00795	310	179	179	60	54	4
SAOUHSC_00796	550	367	379	189	135	16
SAOUHSC_00797	318	213	230	179	141	21
SAOUHSC_00798	38	14	16	9	8	1
SAOUHSC_00799	10	5	14	4	4	3
SAOUHSC_00800	51	43	38	15	21	1
SAOUHSC_00801	266	178	150	70	52	6
SAOUHSC_00802	52	35	32	15	16	1
SAOUHSC_00803	1	1	1	2	3	0
SAOUHSC_00804	26	14	19	6	1	0
SAOUHSC_00806	26	22	19	13	14	1
SAOUHSC_00807	2	0	1	0	0	0
SAOUHSC_00808	18	15	20	13	13	2
SAOUHSC_00809	50	24	37	20	8	3
SAOUHSC_00810	360	214	207	176	166	83
SAOUHSC_00811	393	289	340	253	196	17
SAOUHSC_00812	141	115	79	43	24	2
SAOUHSC_00816	117	99	144	33	25	1
SAOUHSC_00817	73	54	43	90	49	9
SAOUHSC_00818	78	49	75	30	6	0
SAOUHSC_00819	81	79	95	50	43	0
SAOUHSC_00820	196	228	200	93	50	7
SAOUHSC_00821	86	64	88	28	40	2
SAOUHSC_00822	84	74	73	25	20	4
SAOUHSC_00823	11520	14689	8667	38171	57713	3098
SAOUHSC_00824	504	425	576	243	206	24
SAOUHSC_00825	86	81	80	120	94	6
SAOUHSC_00826	103	113	55	37	23	2
SAOUHSC_00827	76	56	51	35	25	1
SAOUHSC_00828	95	101	84	20	17	2
SAOUHSC_00830	348	310	283	171	130	8
SAOUHSC_00831	138	91	70	75	59	6
SAOUHSC_00832	86	88	57	18	20	6
SAOUHSC_00833	63	35	60	19	11	0
SAOUHSC_00834	132	86	116	13	12	0
SAOUHSC_00835	7	4	13	4	2	0
SAOUHSC_00836	340	231	256	161	110	17
SAOUHSC_00837	49	31	58	40	62	7
SAOUHSC_00838	132	70	93	85	83	9
SAOUHSC_00839	20	7	9	11	4	0
SAOUHSC_00840	316	189	226	88	63	7
SAOUHSC_00841	200	126	159	67	67	24
SAOUHSC_00842	155	105	128	62	76	4
SAOUHSC_00843	51	35	20	81	68	2
SAOUHSC_00844	27413	29886	21137	15181	17390	4947
SAOUHSC_00845	178	135	108	72	27	3
SAOUHSC_00846	194	130	86	51	25	4
SAOUHSC_00847	174	119	78	44	30	3
SAOUHSC_00848	61	31	18	13	8	0
SAOUHSC_00849	143	112	67	96	112	6
SAOUHSC_00850	80	42	94	227	335	15
SAOUHSC_00851	77	65	71	31	36	5
SAOUHSC_00852	348	166	180	102	52	3
SAOUHSC_00853	267	149	155	145	121	18
SAOUHSC_00854	47	18	18	4	6	0
SAOUHSC_00855	232	124	104	60	38	4
SAOUHSC_00857	119	65	74	41	20	5
SAOUHSC_00858	134	70	79	46	35	5
SAOUHSC_00859	99	66	77	58	60	6
SAOUHSC_00860	27	23	29	20	24	4
SAOUHSC_00861	31	34	27	19	25	3
SAOUHSC_00862	121	76	93	45	30	4
SAOUHSC_00863	157	89	107	25	18	3
SAOUHSC_00864	120	91	89	54	50	2
SAOUHSC_00865	1	0	1	1	1	0
SAOUHSC_00866	15	5	10	5	6	0
SAOUHSC_00867	296	215	177	114	44	4
SAOUHSC_00868	151	124	124	35	25	2
SAOUHSC_00869	12	8	4	4	3	0
SAOUHSC_00870	132	110	104	39	26	2
SAOUHSC_00871	46	31	29	25	47	2
SAOUHSC_00872	61	48	29	26	48	5
SAOUHSC_00873	376	328	299	277	355	54
SAOUHSC_00874	54	35	38	17	14	3
SAOUHSC_00875	52	16	33	25	28	4
SAOUHSC_00876	303	168	158	94	52	3
SAOUHSC_00877	372	246	214	160	121	10
SAOUHSC_00878	153	103	102	118	164	9
SAOUHSC_00879	33	25	22	5	6	2
SAOUHSC_00880	160	152	131	83	66	4
SAOUHSC_00881	14	10	13	4	6	1
SAOUHSC_00882	22	13	18	1	7	1
SAOUHSC_00883	64	40	49	19	8	2
SAOUHSC_00884	365	204	201	174	146	27
SAOUHSC_00885	68	30	35	21	14	2
SAOUHSC_00886	81	50	44	20	23	2
SAOUHSC_00887	1232	760	718	309	206	34
SAOUHSC_00888	275	132	169	84	74	3
SAOUHSC_00889	56	25	32	28	42	5
SAOUHSC_00890	17	8	9	10	2	1
SAOUHSC_00891	383	197	204	111	125	25
SAOUHSC_00892	141	64	71	23	15	2
SAOUHSC_00893	220	148	145	190	161	15
SAOUHSC_00894	28	21	20	23	25	15
SAOUHSC_00895	312	263	179	558	590	82
SAOUHSC_00896	586	509	350	767	630	62
SAOUHSC_00897	401	298	247	312	165	26
SAOUHSC_00898	441	287	309	76	48	2
SAOUHSC_00899	981	670	880	184	125	10
SAOUHSC_00900	393	247	332	91	74	13
SAOUHSC_00901	239	182	160	80	112	5
SAOUHSC_00902	1412	913	860	518	427	28
SAOUHSC_00903	626	449	439	186	195	12
SAOUHSC_00904	68	75	50	41	40	3
SAOUHSC_00905	112	119	83	160	158	15
SAOUHSC_00906	580	529	495	181	223	48
SAOUHSC_00907	1004	702	799	451	546	78
SAOUHSC_00908	42	17	16	12	14	1
SAOUHSC_00909	354	206	220	47	26	1
SAOUHSC_00910	361	253	177	50	33	1
SAOUHSC_00911	411	565	458	42	12	1
SAOUHSC_00912	38	20	35	15	11	1
SAOUHSC_00913	5	1	3	3	2	3
SAOUHSC_00914	30	20	38	52	57	4
SAOUHSC_00915	66	53	40	47	38	5
SAOUHSC_00916	65	73	49	22	18	1
SAOUHSC_00917	127	51	69	33	29	3
SAOUHSC_00919	131	65	71	136	103	11
SAOUHSC_00920	28	26	21	72	94	8
SAOUHSC_00921	80	47	57	37	50	7
SAOUHSC_00922	95	62	62	10	10	2
SAOUHSC_00923	156	75	90	42	35	5
SAOUHSC_00924	84	53	65	33	12	2
SAOUHSC_00925	151	94	116	36	30	3
SAOUHSC_00926	115	76	76	13	6	0
SAOUHSC_00927	143	66	87	39	18	1
SAOUHSC_00928	220	114	147	175	206	22
SAOUHSC_00929	207	115	140	622	725	32
SAOUHSC_00930	60	55	63	84	72	12
SAOUHSC_00931	230	151	137	156	128	11
SAOUHSC_00932	231	132	82	91	93	1
SAOUHSC_00933	177	72	86	51	32	1
SAOUHSC_00934	84	54	53	38	76	6
SAOUHSC_00935	140	84	92	47	31	7
SAOUHSC_00936	95	88	68	25	13	1
SAOUHSC_00937	98	80	54	22	15	1
SAOUHSC_00938	162	102	115	96	54	3
SAOUHSC_00939	56	29	56	11	13	2
SAOUHSC_00940	198	108	116	50	41	1
SAOUHSC_00941	270	190	175	143	138	27
SAOUHSC_00942	241	102	155	133	142	6
SAOUHSC_00943	206	124	153	41	34	7
SAOUHSC_00944	149	113	120	45	33	3
SAOUHSC_00945	82	49	46	89	72	6
SAOUHSC_00946	184	167	123	187	188	16
SAOUHSC_00947	464	365	301	111	92	16
SAOUHSC_00948	120	106	98	51	64	4
SAOUHSC_00949	88	71	56	20	16	1
SAOUHSC_00950	166	97	90	149	182	25
SAOUHSC_00951	225	165	148	162	197	22
SAOUHSC_00952	305	249	235	42	35	6
SAOUHSC_00953	23	12	11	3	1	1
SAOUHSC_00954	297	252	217	103	77	7
SAOUHSC_00955	187	167	112	56	43	12
SAOUHSC_00956	304	254	249	69	52	0
SAOUHSC_00957	222	197	196	59	57	7
SAOUHSC_00958	516	407	404	98	60	6
SAOUHSC_00959	1	0	0	0	0	2
SAOUHSC_00960	3	1	2	4	1	0
SAOUHSC_T00049	35	10	11	14	18	2
SAOUHSC_T0008	41	38	20	24	36	0
SAOUHSC_00961	217	312	168	570	301	50
SAOUHSC_00962	64	38	66	31	20	3
SAOUHSC_00963	146	102	88	161	99	5
SAOUHSC_00964	309	377	180	274	190	11
SAOUHSC_00965	10	20	14	5	6	0
SAOUHSC_00966	123	67	75	55	41	2
SAOUHSC_00967	25	7	11	2	3	0
SAOUHSC_00968	59	53	52	27	8	0
SAOUHSC_00969	17	6	10	15	9	5
SAOUHSC_00970	15	4	8	4	7	0
SAOUHSC_00971	109	69	86	57	43	7
SAOUHSC_00972	342	349	367	34	23	2
SAOUHSC_00975	1	2	1	2	1	0
SAOUHSC_00976	16	18	8	6	10	0
SAOUHSC_00977	163	122	174	54	48	1
SAOUHSC_00978	241	163	127	356	350	49
SAOUHSC_00979	48	41	30	5	4	0
SAOUHSC_00980	177	98	115	40	36	3
SAOUHSC_00981	325	197	237	150	179	6
SAOUHSC_00982	58	25	41	13	14	1
SAOUHSC_00983	101	65	89	45	55	4
SAOUHSC_00984	17	4	14	13	15	2
SAOUHSC_00985	91	32	51	64	47	5
SAOUHSC_00986	295	184	176	209	186	28
SAOUHSC_00987	330	181	171	220	157	18
SAOUHSC_00988	308	138	226	126	88	8
SAOUHSC_00989	18	9	12	7	5	0
SAOUHSC_00991	0	0	0	0	1	0
SAOUHSC_00992	741	453	508	544	519	60
SAOUHSC_00993	190	118	138	57	35	7
SAOUHSC_00994	59	44	59	26	17	0
SAOUHSC_00995	205	105	111	92	54	8
SAOUHSC_00996	60	44	65	112	145	19
SAOUHSC_00997	26	8	6	27	13	1
SAOUHSC_00998	83	47	45	47	68	11
SAOUHSC_00999	324	213	188	162	147	35
SAOUHSC_01000	268	137	164	102	68	12
SAOUHSC_01001	25	27	32	10	9	1
SAOUHSC_01002	56	36	33	36	22	0
SAOUHSC_01003	118	91	101	33	18	0
SAOUHSC_01005	122	66	75	26	11	3
SAOUHSC_01007	235	134	177	52	49	2
SAOUHSC_01008	76	38	57	63	93	1
SAOUHSC_01009	8	4	3	2	4	0
SAOUHSC_01010	50	29	37	7	11	1
SAOUHSC_01011	291	183	210	96	60	3
SAOUHSC_01012	271	148	149	73	43	4
SAOUHSC_01013	136	89	94	29	25	2
SAOUHSC_01014	57	48	33	42	22	0
SAOUHSC_01015	174	119	117	39	46	3
SAOUHSC_01016	169	116	120	80	77	3
SAOUHSC_01017	93	60	60	57	55	5
SAOUHSC_01018	618	428	374	386	306	57
SAOUHSC_01019	90	77	58	15	19	8
SAOUHSC_01021	119	124	128	15	14	2
SAOUHSC_01022	9	6	8	11	15	0
SAOUHSC_01023	312	189	230	156	138	9
SAOUHSC_01024	246	182	178	120	77	15
SAOUHSC_01025	54	22	40	15	14	0
SAOUHSC_01026	19	16	16	13	10	1
SAOUHSC_01027	184	109	101	92	63	5
SAOUHSC_01028	23	38	35	29	32	2
SAOUHSC_01029	470	285	314	107	97	5
SAOUHSC_01030	129	65	84	13	17	0
SAOUHSC_01031	45	21	33	29	8	5
SAOUHSC_01032	21	13	6	20	19	2
SAOUHSC_01034	543	385	365	284	253	42
SAOUHSC_A00992	69	43	42	29	20	3
SAOUHSC_01035	7	0	7	1	2	0
SAOUHSC_01036	387	320	291	199	173	25
SAOUHSC_01037	35	12	13	7	2	0
SAOUHSC_01038	190	136	119	49	20	4
SAOUHSC_01039	184	106	104	46	28	15
SAOUHSC_01040	270	170	121	45	26	3
SAOUHSC_01041	202	114	103	62	16	1
SAOUHSC_01042	36	19	24	4	15	2
SAOUHSC_01043	117	65	87	118	85	11
SAOUHSC_01044	247	153	146	231	284	20
SAOUHSC_01045	70	45	56	38	24	5
SAOUHSC_01046	104	56	54	46	34	0
SAOUHSC_01047	100	57	69	30	29	3
SAOUHSC_01048	111	50	57	58	38	5
SAOUHSC_01049	25	16	22	16	24	3
SAOUHSC_01050	1094	895	635	2494	3390	395
SAOUHSC_01051	231	171	118	346	287	18
SAOUHSC_01053	78	64	39	71	48	8
SAOUHSC_01054	128	98	78	115	89	3
SAOUHSC_01055	505	313	271	261	196	20
SAOUHSC_01055a	23	16	24	27	18	2
SAOUHSC_01058	248	230	217	133	137	5
SAOUHSC_01060	79	58	56	34	11	2
SAOUHSC_01061	252	149	149	82	77	10
SAOUHSC_01062	429	247	247	100	65	7
SAOUHSC_01063	214	190	135	240	291	107
SAOUHSC_01064	186	103	122	60	45	2
SAOUHSC_01065	36	31	20	15	31	0
SAOUHSC_01066	7	1	9	3	3	1
SAOUHSC_01067	71	31	34	9	6	0
SAOUHSC_01068	10	9	9	2	5	1
SAOUHSC_01069	95	70	68	80	55	4
SAOUHSC_01070	19	14	18	76	64	14
SAOUHSC_01071	409	232	290	640	885	54
SAOUHSC_01072	26	5	15	7	5	0
SAOUHSC_01073	21	10	13	2	7	0
SAOUHSC_01074	844	685	591	903	1239	74
SAOUHSC_01075	71	47	29	28	30	2
SAOUHSC_01076	773	619	684	164	66	3
SAOUHSC_01077	172	101	122	57	37	3
SAOUHSC_01079	85	44	67	45	38	3
SAOUHSC_01081	92	28	62	17	10	1
SAOUHSC_01082	118	56	75	53	45	1
SAOUHSC_01084	104	54	75	41	30	7
SAOUHSC_01085	39	20	35	12	16	0
SAOUHSC_01086	10	4	11	1	3	0
SAOUHSC_01087	51	17	42	13	16	0
SAOUHSC_01088	7	3	4	6	12	0
SAOUHSC_01089	111	61	77	47	24	3
SAOUHSC_01090	187	98	93	27	40	0
SAOUHSC_01091	232	120	120	90	73	7
SAOUHSC_01092	67	37	39	12	11	9
SAOUHSC_01093	52	30	27	54	32	3
SAOUHSC_01095	90	55	46	63	60	6
SAOUHSC_01096	292	127	166	126	116	2
SAOUHSC_01097	281	146	177	90	69	4
SAOUHSC_01098	54	33	39	27	12	0
SAOUHSC_01099	160	110	114	157	209	4
SAOUHSC_01100	281	164	176	50	24	6
SAOUHSC_01101	86	54	69	30	17	3
SAOUHSC_01102	273	196	191	111	88	31
SAOUHSC_01103	159	142	123	167	137	50
SAOUHSC_01104	553	508	384	1066	1389	610
SAOUHSC_01105	64	33	36	27	18	1
SAOUHSC_01106	47	28	43	47	26	0
SAOUHSC_01107	1	0	0	1	0	0
SAOUHSC_01108	23	8	9	17	6	2
SAOUHSC_01109	5	6	3	5	0	1
SAOUHSC_01110	867	762	617	771	315	9
SAOUHSC_01111	41	18	37	19	16	0
SAOUHSC_01112	26	20	17	21	9	0
SAOUHSC_01113	17	10	7	15	5	0
SAOUHSC_01114	371	289	208	582	546	333
SAOUHSC_01115	33	12	17	4	9	0
SAOUHSC_01118	18	12	14	36	42	2
SAOUHSC_01119	50	33	51	47	31	1
SAOUHSC_A01081	397	234	173	119	78	15
SAOUHSC_01120	1	0	1	1	1	0
SAOUHSC_01121	3	1	2	3	0	0
SAOUHSC_01122	424	353	393	197	211	13
SAOUHSC_01123	279	209	293	125	98	5
SAOUHSC_01124	284	239	246	98	80	10
SAOUHSC_01125	283	194	219	47	20	4
SAOUHSC_01127	171	79	130	38	26	2
SAOUHSC_01128	545	371	413	241	219	67
SAOUHSC_01129	10	11	14	5	20	2
SAOUHSC_01130	453	386	300	1177	1099	109
SAOUHSC_01131	0	0	1	1	0	0
SAOUHSC_01133	21	20	7	5	11	3
SAOUHSC_01134	67	25	34	4	13	1
SAOUHSC_T0006	20	13	11	5	6	2
SAOUHSC_01135	105	79	106	91	122	17
SAOUHSC_01136	2134	1255	2210	584	624	36
SAOUHSC_01137	82	45	54	32	38	9
SAOUHSC_01138	172	104	91	30	15	2
SAOUHSC_01139	177	105	71	289	22	8
SAOUHSC_01141	139	78	84	41	29	5
SAOUHSC_01142	18	8	14	12	4	1
SAOUHSC_01143	568	313	331	93	39	4
SAOUHSC_01144	225	130	162	68	49	4
SAOUHSC_01145	227	133	116	55	68	2
SAOUHSC_01146	154	64	85	46	16	0
SAOUHSC_01147	172	97	111	54	55	5
SAOUHSC_01148	260	142	145	69	51	5
SAOUHSC_01149	126	53	70	42	30	0
SAOUHSC_01150	103	53	47	36	23	0
SAOUHSC_01152	147	85	79	83	80	16
SAOUHSC_01153	25	13	15	8	5	1
SAOUHSC_01154	62	43	61	21	19	0
SAOUHSC_01155	89	41	57	21	20	2
SAOUHSC_01156	393	203	203	88	80	13
SAOUHSC_01158	60	38	47	57	67	1
SAOUHSC_01159	100	53	86	56	33	1
SAOUHSC_01160	207	124	140	75	81	10
SAOUHSC_01162	389	199	226	218	175	28
SAOUHSC_01163	271	179	177	161	116	14
SAOUHSC_01164	99	59	67	23	11	0
SAOUHSC_01165	353	202	230	111	90	16
SAOUHSC_01166	260	175	177	81	71	8
SAOUHSC_01168	529	363	312	247	252	33
SAOUHSC_01169	83	60	66	36	27	2
SAOUHSC_01170	66	33	30	32	38	4
SAOUHSC_01171	5	0	3	2	4	0
SAOUHSC_01172	39	30	20	25	10	0
SAOUHSC_01173	681	527	528	777	757	30
SAOUHSC_01174	80	42	50	38	20	1
SAOUHSC_01175	32	24	24	16	12	0
SAOUHSC_01176	145	102	91	45	32	3
SAOUHSC_01177	279	147	173	58	46	6
SAOUHSC_01178	156	116	117	60	17	3
SAOUHSC_01179	41	47	33	14	17	0
SAOUHSC_01180	237	139	141	27	20	5
SAOUHSC_01181	176	83	111	70	24	0
SAOUHSC_01182	235	142	143	234	256	26
SAOUHSC_01183	174	96	109	35	24	5
SAOUHSC_01184	84	54	55	17	9	3
SAOUHSC_01185	242	155	168	117	92	11
SAOUHSC_01186	123	91	97	53	53	7
SAOUHSC_01187	89	65	66	20	6	1
SAOUHSC_01188	84	53	57	64	51	1
SAOUHSC_01189	48	35	18	62	33	0
SAOUHSC_01190	40	22	28	12	5	0
SAOUHSC_01191	136	67	79	37	22	0
SAOUHSC_01192	389	213	239	106	71	4
SAOUHSC_01193	58	31	33	21	17	1
SAOUHSC_01194	78	45	62	20	14	2
SAOUHSC_01196	106	53	71	22	12	1
SAOUHSC_01197	89	47	54	21	15	1
SAOUHSC_01198	925	822	706	3861	6890	3624
SAOUHSC_01199	20	9	12	52	43	0
SAOUHSC_01200	58	34	46	6	6	0
SAOUHSC_01201	293	151	213	55	27	3
SAOUHSC_01203	74	52	62	11	2	0
SAOUHSC_01204	9	11	7	1	1	0
SAOUHSC_01205	167	109	106	49	36	3
SAOUHSC_01206	36	19	15	10	10	3
SAOUHSC_01207	47	19	30	12	9	0
SAOUHSC_01208	78	51	50	22	14	3
SAOUHSC_01209	50	27	18	30	12	3
SAOUHSC_01210	488	323	329	380	343	34
SAOUHSC_01211	129	47	63	8	6	1
SAOUHSC_01213	90	38	41	7	3	1
SAOUHSC_01214	103	86	59	27	25	3
SAOUHSC_01215	118	75	70	33	24	1
SAOUHSC_01216	160	107	147	47	26	7
SAOUHSC_01218	26	16	43	11	18	3
SAOUHSC_01219	151	71	93	49	43	9
SAOUHSC_01220	311	143	172	80	66	12
SAOUHSC_01221	147	82	92	38	28	5
SAOUHSC_01222	114	39	51	25	12	1
SAOUHSC_01223	86	49	42	21	8	3
SAOUHSC_01224	222	115	145	30	15	2
SAOUHSC_01225	81	37	47	28	17	0
SAOUHSC_01226	10	3	5	0	0	0
SAOUHSC_01228	9	10	2	1	2	0
SAOUHSC_01230	141	75	75	56	40	2
SAOUHSC_01233	219	98	123	28	14	3
SAOUHSC_01234	64	23	41	11	7	0
SAOUHSC_01235	65	43	37	68	56	1
SAOUHSC_01236	57	34	35	40	48	2
SAOUHSC_01237	317	173	189	80	90	19
SAOUHSC_01238	327	200	229	156	151	7
SAOUHSC_01239	638	346	446	162	161	17
SAOUHSC_01240	56	39	27	11	7	0
SAOUHSC_01241	85	54	83	27	13	0
SAOUHSC_01242	17	10	7	4	6	0
SAOUHSC_01243	30	12	13	5	1	0
SAOUHSC_01244	267	163	166	105	107	15
SAOUHSC_01245	47	17	39	11	9	1
SAOUHSC_01246	105	51	77	26	19	0
SAOUHSC_01247	114	53	65	39	17	3
SAOUHSC_01248	63	45	36	44	30	1
SAOUHSC_01249	353	184	216	98	73	12
SAOUHSC_01250	129	74	92	15	15	0
SAOUHSC_01251	320	218	221	75	58	7
SAOUHSC_01252	147	111	99	39	23	1
SAOUHSC_01253	166	63	103	17	6	1
SAOUHSC_01254	134	79	78	25	10	3
SAOUHSC_01255	71	31	44	18	15	1
SAOUHSC_01256	148	80	89	26	17	3
SAOUHSC_01257	41	20	25	12	15	1
SAOUHSC_01258	97	39	61	38	21	3
SAOUHSC_01259	131	54	93	38	36	1
SAOUHSC_01260	154	93	75	41	30	2
SAOUHSC_01261	242	127	140	73	59	1
SAOUHSC_01262	7	8	16	6	5	0
SAOUHSC_01263	269	166	159	48	28	2
SAOUHSC_01264	437	248	230	82	39	8
SAOUHSC_01265	133	93	79	80	70	19
SAOUHSC_01266	36	26	28	6	4	0
SAOUHSC_01267	192	115	145	54	29	6
SAOUHSC_01268	71	40	40	44	19	1
SAOUHSC_01269	115	91	71	140	148	63
SAOUHSC_01270	280	157	176	91	68	7
SAOUHSC_01271	160	88	109	58	33	6
SAOUHSC_01272	17	7	21	47	38	0
SAOUHSC_01273	297	148	123	36	34	7
SAOUHSC_01274	278	151	165	44	36	2
SAOUHSC_01275	186	112	102	78	44	6
SAOUHSC_01276	77	41	56	17	23	0
SAOUHSC_01278	80	46	48	52	41	0
SAOUHSC_01279	6	6	6	16	6	0
SAOUHSC_01280	211	235	168	171	100	5
SAOUHSC_01281	285	174	190	44	21	1
SAOUHSC_01282	182	98	121	25	8	2
SAOUHSC_01283	54	24	27	8	6	0
SAOUHSC_01284	196	137	144	46	33	5
