"gene","per_1","per_2","per_3","control_1","control_2","control_3","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"SAOUHSC_02486",35733,32737,25601,22619,18515,8646,23351.8683127401,0.477818501102551,0.453712049928034,1.05313160886589,0.29228067777776,0.382357516888852
"SAOUHSC_02487",35803,32560,28091,22581,37927,11119,27088.9680748838,0.0945426473512774,0.415336178938379,0.227629212540389,0.819934507744998,0.858543586892429
"SAOUHSC_02488",15820,14234,16885,10135,30819,3109,12867.6154266071,0.210500931833352,0.394089021908246,0.534145637485843,0.593240777004164,0.669093593415927
"SAOUHSC_02489",22144,19010,16559,13363,15831,1799,12472.9025737848,1.01236575137838,0.232390768118267,4.35630795309032,1.3227464340978e-05,5.10146372146138e-05
"SAOUHSC_02490",77680,69055,63401,52552,59626,20267,54831.1341383504,0.327255461839621,0.394137416285293,0.830308030442712,0.406364648907024,0.496034641559719
"SAOUHSC_02491",120991,105002,91585,87587,122998,23094,81909.1398498895,0.352505187958908,0.246276331734895,1.43134009458271,0.152332768141391,0.220844451758563
"SAOUHSC_02492",37302,32804,26045,29252,26961,24013,34848.730247278,-0.598158322659493,0.642428176689287,-0.93108980017356,0.351807114316816,0.443752838396718
"SAOUHSC_02493",23798,20609,20654,15450,31124,3077,16054.0026277821,0.523345303153664,0.287667375403294,1.81927235377304,0.068869889020239,0.111688993932822
"SAOUHSC_02494",56631,50044,42401,39192,52506,31897,51011.9087712094,-0.449940561474161,0.58654553284844,-0.767102528748477,0.443020558565479,0.533053768854592
"SAOUHSC_02495",41973,36029,34835,28329,57329,7096,29400.1073199761,0.331939727402372,0.275028366134817,1.20692905996343,0.227459465144054,0.310940661513678
"SAOUHSC_02496",45051,39744,32001,29675,28346,5470,26331.3184776174,0.830317049601796,0.23516456712123,3.53079147835123,0.000414318236346249,0.00118616767006585
"SAOUHSC_02498",44588,33237,35041,27199,46751,6919,28099.6504035958,0.466037518458332,0.245185962456431,1.90075122486324,0.0573346055009886,0.0949877252303815
"SAOUHSC_02499",23567,18204,17779,13640,23833,2437,13892.2862578315,0.695326500721641,0.250786275536644,2.77258593690484,0.00556128331886213,0.0120502163863477
"SAOUHSC_02500",51459,42089,38140,30301,50344,10426,33702.0864222824,0.37075198774395,0.309587678107828,1.1975670026984,0.231085628523698,0.315237500561847
"SAOUHSC_02501",43709,37350,35869,25169,47202,9938,30477.7101228258,0.328939385189154,0.345818862328857,0.951189830924691,0.341508019673882,0.433273780062442
"SAOUHSC_02502",48210,38786,33048,25773,33650,12138,30974.5840367917,0.331229303591592,0.430492955377154,0.769418638456936,0.441644827433709,0.53232413488705
"SAOUHSC_02503",30600,26237,24219,18352,28715,2285,17943.5801879447,0.920928413680108,0.304285385769407,3.0265285707083,0.00247379441352336,0.00586655514415031
"SAOUHSC_02504",16697,13430,13229,9248,15160,1720,9819.38367492835,0.822465491535836,0.228561849085225,3.59843733688538,0.000320134961953792,0.00094985498370608
"SAOUHSC_02505",46398,40335,31843,25480,32818,15549,32835.4765898217,0.116318565515445,0.5108717349137,0.227686437839617,0.819890016576919,0.858543586892429
"SAOUHSC_02506",70271,60296,50249,38531,51293,16592,45700.699506704,0.410741241155329,0.401555100357581,1.02287641419463,0.306366282453172,0.396447183059296
"SAOUHSC_02507",28788,24871,21307,16373,35933,9901,22265.6694116934,-0.078060778424959,0.450781723600761,-0.173167576097416,0.862519709104306,0.892957557680945
"SAOUHSC_02508",44227,36790,31986,23698,41993,9652,28976.0928522272,0.362063422461737,0.354191239140901,1.02222579909071,0.306674042833568,0.396595307497992
"SAOUHSC_02509",106627,90562,77605,77016,98072,70362,101902.102811726,-0.6504084319959,0.624553709001943,-1.04139711704743,0.297691279999852,0.387984694181323
"SAOUHSC_02510",21220,17250,15287,14481,21947,4426,14225.8827005246,0.258212620751245,0.280652174920557,0.920044966066401,0.357549261680444,0.449043348844463
"SAOUHSC_02511",50423,44288,37070,32896,43170,22390,40916.9562451746,-0.200139252127072,0.538877554732061,-0.371400238086711,0.710339448265197,0.776023556242857
"SAOUHSC_02512",55666,46519,42211,34701,48514,24091,44516.5731182496,-0.180281970703923,0.534985882848232,-0.33698453825382,0.736128555807827,0.797803168164366
"SAOUHSC_02512a",34872,33208,27972,21798,34978,16609,30155.487928156,-0.21486855808767,0.546621148125257,-0.393084970869867,0.694256724021312,0.762281037182358
"SAOUHSC_02515",676,400,431,1109,2405,61,602.096618387764,-0.861152294588797,0.565936772569088,-1.52164046644216,0.128099192189667,0.190905816670788
"SAOUHSC_02516",40874,23915,44830,7241,6626,1159,18223.6280544136,2.88303647838741,0.347971799044281,8.28525899600424,1.17852332660361e-16,2.27935141167557e-15
"SAOUHSC_02517",6850,4896,6846,4473,5973,1424,4678.50064589043,0.469715993202443,0.342861070974968,1.36998928419242,0.170690246708458,0.244891558416552
"SAOUHSC_02518",18,3,37,7,20,3,13.3206923710147,0.994319699184111,0.911279862650473,1.09112440638391,0.275218144830391,0.364029673835942
"SAOUHSC_02519",1298,846,1116,1786,2797,175,1045.46167012189,-0.287999957455477,0.382145202652028,-0.753640122803588,0.451065345061103,0.540491792544534
"SAOUHSC_02520",3378,2619,2383,4541,6865,1840,3520.23337234863,-0.940257317250214,0.36543871837728,-2.57295483474055,0.0100834365527534,0.0205525783288362
"SAOUHSC_02521",7,8,14,5,8,0,5.71899407429686,1.38260851139261,0.899448644420323,1.53717337834632,0.124250857666903,0.186020062711171
"SAOUHSC_02522",1652,992,1405,1021,1408,76,879.967077988546,0.975817006841398,0.427892790376011,2.28051752398982,0.0225770126619371,0.0419264438551335
"SAOUHSC_02523",225,167,145,377,278,13,154.09925058409,-0.037588977497706,0.533555524414685,-0.0704499827622279,0.943835509550472,0.955546535648035
"SAOUHSC_02524",2890,1717,2686,1793,2231,239,1620.84536152095,0.906923706755179,0.310874458129021,2.91733104164763,0.00353040859154744,0.00805760212633773
"SAOUHSC_02525",9923,7760,7939,10369,15041,3047,8207.42763024644,-0.279085768603453,0.275614890885772,-1.01259321550634,0.311254501804826,0.401054855868101
"SAOUHSC_02527",6798,4822,5419,6634,8564,1845,5175.95810586469,-0.141590551338134,0.277940869156712,-0.509426885537658,0.61045303514113,0.686135546600728
"SAOUHSC_02528",85,32,63,369,516,21,128.891268745768,-2.03303097203092,0.540564439859601,-3.76094101298811,0.000169275348156644,0.000528050100402627
"SAOUHSC_02529",906,719,806,1588,2502,373,1002.12518696982,-0.873304297381031,0.244548297749402,-3.57109129533152,0.000355496944900008,0.0010301914796159
"SAOUHSC_02530",1703,1027,2276,136,178,3,775.395794188339,4.3927002278505,0.635009481804779,6.91753486163054,4.59570316064075e-12,5.04175670270294e-11
"SAOUHSC_02531",5764,3032,6817,331,337,29,2380.54386609786,4.69165701803892,0.442657615617301,10.5988394924512,3.01700696163741e-26,1.48630286355383e-24
"SAOUHSC_02532",6629,3601,7078,653,751,37,2695.49030788532,3.89922852477195,0.498844405613752,7.81652250860575,5.43026115003681e-15,8.69841218573382e-14
"SAOUHSC_02533",19,5,9,2,0,0,4.77151339490226,3.80727250989582,1.25713262449616,3.02853687487564,0.00245741084729832,0.005838827190152
"SAOUHSC_02534",204,140,137,130,128,147,188.220154620004,-0.77234537110878,0.725900711763813,-1.06398211021465,0.287336803886472,0.377046828117082
"SAOUHSC_02535",55,36,34,42,39,1,26.859770107917,0.791045970017392,0.530737255276486,1.49046625642532,0.136101682512796,0.201223948494286
"SAOUHSC_02536",4669,3258,2838,4546,5629,1178,3318.56629842523,-0.216500604409028,0.260917183283283,-0.829767521190694,0.406670237290193,0.496175696058268
"SAOUHSC_02537",1295,1014,773,1637,1558,553,1120.78110330059,-0.623671007378662,0.391611431704492,-1.59257610193893,0.111255318230136,0.169578304669519
"SAOUHSC_02538",397,324,201,345,255,149,288.100052290022,-0.243329657081142,0.523172424158189,-0.465104133637532,0.641856885945217,0.715579986850112
"SAOUHSC_02540",1118,868,893,1037,2015,188,839.993999107707,-0.0296275247844379,0.289351255129586,-0.102392936817119,0.918444789810375,0.934219901506152
"SAOUHSC_02541",1100,807,862,851,1602,205,774.490574680528,0.0935410399190287,0.264879811512256,0.35314522229906,0.72397957166013,0.786646134666916
"SAOUHSC_02542",2436,1768,1772,1713,2351,824,1792.53969097144,-0.114936968393035,0.430194852571205,-0.267174206539375,0.789335034710455,0.837445662587972
"SAOUHSC_02543",2365,1941,1870,2599,3262,396,1743.51662404642,0.0699835777822874,0.210118754427219,0.333066783938739,0.739083871840667,0.799704260010616
"SAOUHSC_02544",1022,754,663,762,922,303,712.692785894048,-0.0486132583539508,0.391997682120549,-0.12401414745866,0.901304073484168,0.922103344785046
"SAOUHSC_02545",1483,1113,894,1512,1904,363,1076.40507017367,-0.210062918334534,0.242339821473215,-0.866811393429006,0.386045358437104,0.476578927129682
"SAOUHSC_02546",1790,1212,1306,1156,1409,445,1162.07666002914,0.194190194046353,0.382589597287974,0.507567888470805,0.611756415121465,0.686713671488454
"SAOUHSC_02547",1750,1134,1182,1571,1795,185,1044.15790658907,0.320754263425081,0.272587040817835,1.17670400787481,0.239313667616481,0.324259463490728
"SAOUHSC_02549",1237,862,846,1542,2342,227,958.360363172015,-0.352572419137663,0.257428950379873,-1.36959117697288,0.170814555332884,0.244918618327381
"SAOUHSC_02550",3073,2065,1605,2511,1324,144,1455.63773058381,0.920629003502807,0.471456217958454,1.9527348848837,0.0508510177847116,0.085548973863326
"SAOUHSC_02551",2003,1432,1294,841,796,120,921.933157668497,1.45438046722597,0.23933310634893,6.07680437283754,1.22601178152657e-09,9.6129632479456e-09
"SAOUHSC_02552",591,498,474,402,549,94,382.640841865863,0.551244726340538,0.233204264994985,2.36378492628509,0.0180893107002224,0.0346523772841385
"SAOUHSC_02553",485,421,342,467,782,101,369.441677993507,-0.0747395984875396,0.248073628650708,-0.301279901834202,0.763201065366466,0.818028728108309
"SAOUHSC_02554",7306,6047,5427,5604,9762,1292,5070.17255424482,0.200763818956728,0.234143506335865,0.857439192307746,0.391202207146088,0.481578954671587
"SAOUHSC_02557",1741,897,1313,243,217,31,632.836581311962,3.05044202723828,0.326973324587548,9.32932994178096,1.06542309278352e-20,3.05694472006349e-19
"SAOUHSC_02558",208,102,126,11,13,7,68.4679871400969,3.52191811772911,0.549837308997827,6.40538221050953,1.49993147416814e-10,1.34120584899076e-09
"SAOUHSC_02559",471,306,376,28,27,7,176.307038022674,4.16680309267405,0.362816301535883,11.4846082577741,1.57648420222286e-30,1.05543596205228e-28
"SAOUHSC_02561",2857,1796,1737,399,343,173,1094.66517685032,2.30138331743738,0.477948255868813,4.8151306949618,1.47103580085584e-06,7.034568637426e-06
"SAOUHSC_02562",1019,580,644,193,202,34,380.88056168667,2.36219085061848,0.269209713346294,8.77453796616882,1.71606972794668e-18,4.00058755327569e-17
"SAOUHSC_02563",1342,710,937,236,297,30,499.556698820146,2.50755496715728,0.305615132649006,8.20494373240728,2.30698907156766e-16,4.21227165444976e-15
